rec_cc,sup_cc,yr,tiv
2,20,1950,342.0
2,20,1951,413.25
2,20,1952,623.25
2,20,1953,413.25
2,20,1954,432.25
2,20,1955,361.0
2,20,1956,382.0
2,20,1957,382.0
2,20,1958,382.0
2,20,1959,397.0
2,20,1960,382.0
2,20,1961,938.25
2,20,1962,938.25
2,20,1963,938.25
2,20,1964,938.25
2,20,1965,52.88
2,20,1970,33.5
2,20,1971,143.5
2,20,1972,33.5
2,20,1973,33.5
2,20,1974,33.5
2,20,1975,33.5
2,20,1979,0.7
2,20,1983,113.94
2,20,1984,113.94
2,20,1985,211.74
2,20,1986,212.34
2,20,1987,211.74
2,20,1988,131.94
2,20,1989,3.6
2,20,1991,12.5
2,20,1993,71.4
2,20,1994,71.4
2,20,1995,170.7
2,20,1997,5.1
2,20,1998,5.1
2,20,1999,374.0
2,20,2000,374.0
2,20,2001,398.5
2,20,2002,1234.2
2,20,2003,1035.4
2,20,2004,1010.9
2,20,2005,1209.7
2,20,2006,1209.7
2,20,2007,1401.7
2,20,2008,764.8
2,20,2009,930.7
2,20,2010,738.7
2,20,2011,672.8
2,20,2012,651.4
2,20,2013,461.6
2,20,2014,374.0
2,20,2015,376.0
2,20,2016,374.0
2,20,2021,6.0
2,20,2022,131.5
2,20,2023,130.0
2,20,2024,130.0
2,20,2025,189.0
2,135,2001,4.4
2,140,2021,13.5
2,140,2022,13.5
2,200,1950,3580.0
2,200,1951,3580.0
2,200,1952,6040.0
2,200,1953,9870.0
2,200,1954,9870.0
2,200,1955,9870.0
2,200,1956,10050.0
2,200,1957,9870.0
2,200,1958,6040.0
2,200,1959,6040.0
2,200,1960,2760.0
2,200,1971,4009.3
2,200,1972,4009.3
2,200,1973,3919.3
2,200,1974,3919.3
2,200,1975,2955.4
2,200,1976,2955.4
2,200,1977,2680.0
2,200,1978,2680.0
2,200,1979,2680.0
2,200,1980,2680.0
2,200,1981,2898.68
2,200,1982,2830.0
2,200,1983,4133.34
2,200,1984,3949.0
2,200,1985,1350.34
2,200,1986,1038.0
2,200,1987,5376.02
2,200,1988,5345.2
2,200,1989,5554.4
2,200,1990,3306.2
2,200,1991,1266.6
2,200,1992,3315.1
2,200,1993,3421.08
2,200,1994,3403.2799999999997
2,200,1995,3398.18
2,200,1996,3380.1
2,200,1997,2957.0
2,200,1998,2057.0
2,200,1999,2387.0
2,200,2000,2376.5
2,200,2001,2345.0
2,200,2002,3363.0
2,200,2003,2349.0
2,200,2004,3363.0
2,200,2005,3363.0
2,200,2006,3208.0
2,200,2007,3208.0
2,200,2008,3626.0
2,200,2009,3242.0
2,200,2010,1235.0
2,200,2011,1235.0
2,200,2012,1685.52
2,200,2013,1229.52
2,200,2015,384.0
2,200,2016,432.0
2,200,2017,384.0
2,200,2018,384.0
2,200,2019,1432.0
2,200,2020,1400.0
2,200,2021,1018.0
2,200,2022,1384.0
2,200,2023,1384.0
2,200,2024,1384.0
2,200,2025,1384.0
2,210,1976,510.0
2,210,1977,510.0
2,210,1979,510.0
2,210,1980,510.0
2,210,1981,510.0
2,210,1982,510.0
2,210,1983,510.0
2,210,1984,515.0
2,210,1985,510.0
2,210,1986,510.0
2,210,1987,510.0
2,210,1988,510.0
2,210,1989,510.0
2,210,1990,510.0
2,210,1991,510.0
2,210,1992,510.0
2,210,2007,16.8
2,210,2008,16.8
2,210,2009,16.8
2,210,2012,954.8
2,210,2013,939.4
2,210,2014,939.4
2,210,2015,939.4
2,210,2016,939.4
2,210,2017,939.4
2,210,2018,939.4
2,210,2019,1035.4
2,210,2020,939.4
2,210,2021,1035.4
2,210,2022,939.4
2,210,2023,939.4
2,210,2024,939.4
2,210,2025,939.4
2,220,1960,50.0
2,220,1961,550.0
2,220,1962,500.0
2,220,1963,650.0
2,220,1964,650.0
2,220,1965,650.0
2,220,1966,650.0
2,220,1967,500.0
2,220,1968,500.0
2,220,1969,500.0
2,220,1970,500.0
2,220,1971,18.0
2,220,1972,18.0
2,220,1973,18.0
2,220,1974,18.0
2,220,1977,430.5
2,220,1978,430.5
2,220,1979,430.5
2,220,1980,430.5
2,220,1981,430.5
2,220,1982,430.5
2,220,1983,430.5
2,220,1984,328.25
2,220,1985,472.25
2,220,1986,632.25
2,220,1987,632.25
2,220,1988,488.25
2,220,1989,632.25
2,220,1990,346.75
2,220,1991,346.75
2,220,1992,346.75
2,220,1993,202.75
2,220,1995,304.0
2,220,1996,304.0
2,220,1998,144.0
2,220,2005,556.0
2,220,2006,712.0
2,220,2007,712.0
2,220,2008,677.8
2,220,2009,712.0
2,220,2010,575.8
2,220,2011,575.8
2,220,2012,833.8
2,220,2013,731.8
2,220,2014,712.0
2,220,2015,658.0
2,220,2016,814.0
2,220,2017,814.0
2,220,2018,658.0
2,220,2019,742.6
2,220,2020,1030.6
2,220,2021,844.0
2,220,2022,1102.0
2,220,2023,946.0
2,220,2024,1150.0
2,220,2025,438.0
2,225,1962,11.7
2,225,1963,11.7
2,225,1964,11.7
2,225,1965,11.7
2,225,1966,11.7
2,225,1967,11.7
2,225,1970,6.4
2,225,1971,10.4
2,225,1972,10.4
2,225,1978,1.6
2,225,1979,2.5
2,225,1989,80.0
2,225,1990,80.0
2,225,1999,1496.0
2,225,2000,1496.0
2,225,2001,1496.0
2,225,2002,1496.0
2,225,2003,1680.8
2,225,2004,1704.8
2,225,2005,1691.8999999999999
2,225,2006,1680.8
2,225,2007,1704.8
2,225,2008,1680.8
2,225,2009,1496.0
2,225,2010,1520.0
2,225,2011,1496.0
2,225,2012,1496.0
2,225,2013,1496.0
2,225,2014,1496.0
2,225,2015,1504.0
2,225,2016,1496.0
2,230,1986,41.8
2,230,1987,41.8
2,230,1988,41.8
2,230,1989,41.8
2,230,1990,41.8
2,230,2007,306.0
2,230,2008,306.0
2,230,2009,306.0
2,230,2010,306.0
2,230,2011,306.0
2,230,2012,306.0
2,230,2013,306.0
2,230,2014,306.0
2,230,2019,159.6
2,230,2020,159.6
2,230,2021,37.5
2,255,1977,71.4
2,255,1978,71.4
2,255,1979,71.4
2,255,1980,341.4
2,255,1981,341.4
2,255,1988,1.75
2,255,1990,8.4
2,255,1991,143.55
2,255,1992,31.950000000000003
2,255,1993,87.5
2,255,1994,22.05
2,255,1999,17.8
2,255,2006,1394.5
2,255,2007,1124.5
2,255,2008,1454.5
2,255,2009,1191.75
2,255,2010,1673.75
2,255,2011,1175.5
2,255,2012,1505.5
2,255,2013,1175.5
2,255,2014,1606.5
2,255,2015,2110.25
2,255,2016,928.15
2,255,2017,985.75
2,255,2018,925.75
2,255,2019,985.75
2,255,2020,925.75
2,255,2021,985.75
2,255,2022,965.75
2,255,2023,965.75
2,255,2024,1025.75
2,255,2025,925.75
2,290,1986,5.44
2,290,2009,24.75
2,290,2010,24.75
2,290,2011,24.75
2,290,2012,16.5
2,290,2013,121.0
2,305,2000,9.9
2,305,2001,9.9
2,305,2006,9.9
2,305,2007,9.9
2,305,2009,3.0
2,305,2010,2.0
2,305,2011,2.0
2,305,2024,1.5
2,316,2015,84.0
2,316,2016,84.0
2,316,2017,84.0
2,316,2018,84.0
2,325,1977,205.0
2,325,1979,205.0
2,325,1980,205.0
2,325,1981,205.0
2,325,1982,205.0
2,325,1983,205.0
2,325,1984,205.0
2,325,1985,370.0
2,325,1986,205.0
2,325,1987,205.0
2,325,1988,205.0
2,325,1989,205.0
2,325,1990,206.68
2,325,1991,333.0
2,325,1992,333.0
2,325,1993,651.12
2,325,1994,651.12
2,325,1995,651.12
2,325,1996,651.12
2,325,1997,651.12
2,325,1998,651.12
2,325,1999,651.12
2,325,2000,22.0
2,325,2001,22.0
2,325,2004,5.5
2,325,2008,336.0
2,325,2009,336.0
2,325,2010,336.0
2,325,2011,336.0
2,325,2012,336.0
2,325,2013,336.0
2,325,2014,336.0
2,325,2020,173.25
2,325,2021,465.75
2,325,2022,573.75
2,325,2023,599.75
2,325,2024,599.75
2,325,2025,573.75
2,355,2002,2.9
2,355,2003,6.6
2,355,2014,6.1
2,359,1997,217.42
2,365,2012,17.4
2,369,2003,50.0
2,369,2005,1.6
2,380,2004,15.0
2,380,2008,112.5
2,380,2010,255.0
2,380,2012,112.5
2,380,2014,255.0
2,380,2015,255.0
2,380,2016,255.0
2,380,2017,255.0
2,380,2018,380.64
2,380,2019,380.64
2,380,2020,388.14
2,380,2021,380.64
2,380,2022,270.0
2,380,2023,255.0
2,380,2024,255.0
2,380,2025,255.0
2,385,1962,120.0
2,385,1964,120.0
2,385,1967,120.0
2,385,1968,120.0
2,385,1991,25.6
2,385,1992,25.6
2,385,1993,25.6
2,385,1994,26.4
2,385,1999,4.8
2,385,2000,4.8
2,385,2001,4.8
2,385,2002,4.8
2,385,2004,10.0
2,385,2017,66.4
2,385,2018,66.4
2,385,2019,484.0
2,385,2021,484.0
2,385,2022,484.0
2,385,2023,510.4
2,385,2024,510.4
2,385,2025,484.0
2,390,1993,309.28
2,390,1994,310.0
2,390,1995,49.28
2,390,1996,49.28
2,483,1987,19.560000000000002
2,560,1996,0.9
2,560,2003,0.72
2,560,2004,235.98
2,560,2005,235.98
2,560,2006,235.98
2,560,2007,235.98
2,560,2008,235.98
2,560,2009,139.14
2,560,2010,184.14
2,560,2011,4.86
2,560,2019,96.0
2,560,2020,96.0
2,560,2021,96.0
2,651,1977,102.72
2,651,1978,102.72
2,651,1979,20.8
2,651,1980,20.8
2,663,1994,35.6
2,663,2016,88.2
2,663,2017,88.2
2,663,2020,182.4
2,663,2021,182.4
2,663,2022,182.4
2,666,1985,57.6
2,666,1987,67.2
2,666,1988,4.8
2,666,1989,4.8
2,666,1990,4.8
2,666,1991,390.9
2,666,1992,390.9
2,666,1993,454.5
2,666,1994,332.1
2,666,1995,377.1
2,666,1996,332.1
2,666,1997,358.5
2,666,1998,63.0
2,666,2000,303.8
2,666,2001,394.0
2,666,2002,430.65
2,666,2003,334.4
2,666,2004,415.85
2,666,2005,378.25
2,666,2006,137.25
2,666,2007,131.85
2,666,2008,15.0
2,666,2009,128.25
2,666,2010,128.25
2,666,2011,250.0
2,666,2012,250.0
2,666,2013,250.0
2,666,2014,250.0
2,666,2015,250.0
2,666,2016,257.5
2,666,2017,257.5
2,666,2018,85.0
2,666,2019,85.0
2,666,2020,72.0
2,666,2021,396.53999999999996
2,666,2022,277.03999999999996
2,666,2023,304.34
2,666,2024,304.34
2,666,2025,80.0
2,670,2006,17.8
2,713,1967,12.0
2,732,2014,40.8
2,740,1991,648.0
2,740,1992,648.0
2,740,1993,648.0
2,740,1994,648.0
2,740,1995,648.0
2,740,1996,648.0
2,740,1997,648.0
2,740,2007,40.0
2,740,2025,15.0
2,817,1970,9.6
2,830,2020,96.0
2,830,2021,96.0
2,900,1986,124.6
2,900,1987,124.6
2,900,1994,42.0
2,900,1995,42.0
2,900,2001,42.0
2,900,2002,30.0
2,900,2003,30.0
2,900,2004,1.68
2,900,2011,96.0
2,900,2012,30.0
2,900,2013,420.0
2,900,2014,420.0
2,900,2015,420.0
2,900,2016,420.0
2,900,2017,420.0
2,900,2018,420.0
2,900,2019,420.0
2,900,2020,420.0
2,900,2021,5.4
2,900,2023,420.0
2,900,2024,420.0
2,900,2025,420.0
2,920,2012,75.2
20,2,1950,589.08
20,2,1951,838.1800000000001
20,2,1952,2567.08
20,2,1953,5198.35
20,2,1954,3056.89
20,2,1955,3532.55
20,2,1956,3531.08
20,2,1957,1151.41
20,2,1958,729.95
20,2,1959,628.0
20,2,1960,278.0
20,2,1961,3783.25
20,2,1962,3024.7799999999997
20,2,1963,3110.08
20,2,1964,3270.2
20,2,1965,1349.5
20,2,1966,1202.5
20,2,1967,613.5
20,2,1968,1582.53
20,2,1969,1092.0
20,2,1970,1209.0
20,2,1971,699.8
20,2,1972,363.3
20,2,1973,173.25
20,2,1974,448.25
20,2,1975,480.24
20,2,1976,63.99
20,2,1977,62.5
20,2,1978,62.5
20,2,1979,85.63
20,2,1980,761.85
20,2,1981,773.3299999999999
20,2,1982,4352.13
20,2,1983,4323.78
20,2,1984,4346.28
20,2,1985,4424.52
20,2,1986,4439.54
20,2,1987,4255.52
20,2,1988,4244.64
20,2,1989,42.6
20,2,1990,32.85
20,2,1991,572.5
20,2,1992,627.3
20,2,1993,589.6
20,2,1994,1286.8
20,2,1995,1108.4
20,2,1996,1173.49
20,2,1997,690.1899999999999
20,2,1998,959.54
20,2,1999,325.34999999999997
20,2,2000,389.54999999999995
20,2,2001,341.54999999999995
20,2,2002,417.75
20,2,2003,339.20000000000005
20,2,2004,387.0
20,2,2005,358.05
20,2,2006,340.65000000000003
20,2,2007,854.75
20,2,2008,868.25
20,2,2009,285.05
20,2,2010,808.0
20,2,2011,785.0
20,2,2012,822.66
20,2,2013,400.0
20,2,2014,453.6
20,2,2015,770.6
20,2,2016,897.1
20,2,2017,828.0
20,2,2018,839.28
20,2,2019,809.28
20,2,2020,504.0
20,2,2021,542.4
20,2,2022,555.84
20,2,2023,70.04
20,2,2024,692.64
20,2,2025,633.0
20,200,1950,192.0
20,200,1951,224.68
20,200,1952,218.28
20,200,1953,826.55
20,200,1954,541.5799999999999
20,200,1955,196.15
20,200,1956,197.47
20,200,1957,595.4
20,200,1958,198.5
20,200,1959,198.5
20,200,1962,160.5
20,200,1963,160.5
20,200,1964,153.0
20,200,1965,225.0
20,200,1967,225.0
20,200,1968,225.0
20,200,1972,20.0
20,200,1973,20.0
20,200,1976,30.0
20,200,1977,30.0
20,200,1979,97.5
20,200,1980,97.5
20,200,1981,97.5
20,200,1982,103.5
20,200,1983,6.0
20,200,1990,22.5
20,200,1991,160.5
20,200,1992,97.0
20,200,1993,1.92
20,200,1995,76.0
20,200,1996,76.0
20,200,1997,76.0
20,200,2000,1220.0
20,200,2001,1220.0
20,200,2002,1060.0
20,200,2003,20.0
20,200,2004,1060.0
20,200,2005,32.0
20,200,2006,12.0
20,200,2008,12.0
20,200,2009,25.0
20,200,2010,25.0
20,200,2011,25.0
20,210,1972,48.0
20,210,1973,48.0
20,210,1991,110.0
20,210,1992,218.0
20,210,1993,108.0
20,210,1994,218.0
20,210,1995,108.0
20,210,1996,165.6
20,210,1997,57.6
20,210,1998,57.6
20,210,2008,160.5
20,210,2011,128.0
20,210,2012,128.0
20,210,2013,128.0
20,210,2014,323.0
20,210,2015,323.0
20,210,2016,195.0
20,210,2018,195.0
20,211,2021,90.0
20,211,2022,90.0
20,220,1960,20.0
20,220,1961,20.0
20,220,1962,20.0
20,220,1963,20.0
20,220,1964,3.8
20,220,1965,1.0
20,220,1967,58.4
20,220,1992,36.0
20,220,1993,36.0
20,220,1994,81.0
20,220,1995,81.0
20,220,1996,97.8
20,220,1997,61.8
20,220,1998,45.0
20,220,1999,61.0
20,220,2003,1.2
20,220,2006,1.0
20,225,1979,147.3
20,225,1980,147.3
20,225,1981,147.3
20,225,1982,147.3
20,225,1988,545.0
20,225,1989,124.7
20,225,1990,604.7
20,225,1991,604.7
20,225,1992,539.7
20,225,1993,539.7
20,225,1996,54.81
20,225,1997,54.81
20,225,1998,54.81
20,225,2014,4.8
20,225,2015,4.8
20,225,2016,4.8
20,230,2019,330.0
20,230,2020,330.0
20,230,2021,330.0
20,230,2022,330.0
20,255,1976,285.0
20,255,1977,285.0
20,255,1978,302.2
20,255,1979,285.0
20,255,1990,18.0
20,255,1999,91.84
20,255,2000,91.84
20,255,2001,91.84
20,255,2006,2.16
20,255,2007,41.8
20,255,2008,0.48
20,255,2011,0.48
20,255,2016,63.0
20,255,2017,108.0
20,255,2018,45.0
20,255,2021,30.0
20,255,2022,30.0
20,255,2024,30.0
20,255,2025,32.0
20,325,1969,19.8
20,325,1972,29.0
20,325,1973,29.0
20,325,1991,10.0
20,325,1992,10.0
20,325,1994,10.0
20,325,2001,187.5
20,325,2002,187.5
20,325,2003,187.5
20,350,2017,30.0
20,380,1992,95.0
20,380,1993,95.0
20,380,1994,95.0
20,380,1995,95.0
20,380,1996,95.0
20,380,2014,60.0
20,380,2015,60.0
20,380,2016,60.0
20,380,2018,60.0
20,380,2020,1.4
20,380,2021,1.4
20,380,2024,8.8
20,380,2025,8.8
20,385,1987,43.2
20,385,1988,43.2
20,390,2007,0.8
20,390,2021,19.0
20,390,2022,19.0
20,390,2024,19.0
20,560,1999,0.36
20,560,2003,0.18
20,560,2006,13.5
20,666,2008,9.0
20,666,2017,125.0
20,666,2018,125.0
20,666,2019,162.5
20,666,2020,37.5
20,666,2021,37.5
20,666,2022,37.5
20,696,1986,22.4
20,696,2023,92.0
20,696,2024,92.0
20,703,2008,14.4
20,800,2024,10.0
20,900,2006,68.0
20,900,2007,68.0
20,900,2008,68.0
20,900,2019,270.0
20,900,2020,270.0
20,900,2021,270.0
31,2,1990,1.9
31,2,1991,3.0
31,2,2000,33.0
31,2,2005,2.85
31,2,2009,1.0
31,200,1978,10.5
31,200,1986,33.0
31,210,2014,40.0
31,210,2015,63.2
31,210,2016,37.2
31,210,2017,23.2
31,325,2009,0.35
31,710,2017,0.3
40,2,1951,8.68
40,2,1952,24.84
40,2,1953,24.84
40,2,1954,20.0
40,2,1955,3.2
40,2,1956,38.58
40,2,1957,42.769999999999996
40,2,1959,1.44
40,20,1957,1.14
40,93,1958,1.92
40,200,1958,30.240000000000002
40,200,1959,22.44
40,315,1960,38.0
40,315,1961,30.2
40,315,1962,3.0
40,315,1963,3.0
40,315,1965,8.0
40,315,1966,8.0
40,315,1976,1.0
40,315,1982,105.0
40,365,1960,174.82
40,365,1961,1104.56
40,365,1962,2003.76
40,365,1963,905.2
40,365,1964,1703.2
40,365,1965,1525.0
40,365,1966,1699.5
40,365,1967,1539.0
40,365,1968,1650.0
40,365,1969,1650.48
40,365,1970,1650.0
40,365,1971,1671.6
40,365,1972,2531.1
40,365,1973,2373.6
40,365,1974,2352.0
40,365,1975,1876.0
40,365,1976,1426.0
40,365,1977,2177.1
40,365,1978,1969.0
40,365,1979,1788.5
40,365,1980,1445.0
40,365,1981,2997.3
40,365,1982,2752.05
40,365,1983,2495.2
40,365,1984,1301.0
40,365,1985,638.22
40,365,1986,548.0
40,365,1987,286.0
40,365,1988,364.0
40,365,1989,277.8
40,365,1990,353.3
40,365,1991,339.8
40,365,2004,8.26
41,2,1950,4.08
41,2,1952,3.3600000000000003
41,2,1956,4.02
41,2,1957,1.0
41,2,1960,5.72
41,2,1964,0.95
41,2,1969,1.5
41,2,1973,6.28
41,2,1974,6.04
41,2,1975,0.7
41,2,1976,0.95
41,2,1977,0.15
41,2,1978,8.62
41,2,1982,0.5
41,2,1983,0.24
41,20,1983,2.5
41,20,1985,1.6
41,20,2025,0.98
41,200,1983,0.6
41,325,1982,3.12
41,325,1985,8.0
41,600,1969,6.3
41,666,1981,2.75
42,2,1950,2.38
42,2,1951,10.8
42,2,1952,9.8
42,2,1953,21.0
42,2,1954,2.48
42,2,1956,0.52
42,2,1957,0.96
42,2,1958,2.1
42,2,1959,17.96
42,2,1960,6.4
42,2,1961,25.33
42,2,1963,7.0
42,2,1964,4.0
42,2,1965,10.0
42,2,1966,9.0
42,2,1967,1.0
42,2,1970,0.86
42,2,1971,1.68
42,2,1972,6.8
42,2,1973,0.24
42,2,1975,2.0
42,2,1976,12.0
42,2,1980,8.559999999999999
42,2,1981,20.96
42,2,1982,34.8
42,2,1984,25.2
42,2,1985,0.24
42,2,1988,1.8399999999999999
42,2,1996,4.0
42,2,1998,6.29
42,2,2001,5.02
42,2,2002,1.02
42,2,2003,17.16
42,2,2004,44.96
42,2,2015,0.5
42,2,2016,0.25
42,2,2020,4.25
42,2,2022,11.18
42,2,2023,8.0
42,2,2024,2.0
42,2,2025,4.25
42,20,1951,0.38
42,20,1962,0.3
42,20,2005,2.24
42,20,2009,4.0
42,20,2010,4.0
42,140,2009,36.0
42,140,2010,36.0
42,155,1999,2.24
42,155,2000,2.24
42,220,1958,14.9
42,220,1964,0.95
42,220,1968,0.75
42,220,1969,0.12
42,220,1988,0.75
42,230,1982,6.0
42,230,2000,11.399999999999999
42,230,2023,3.36
42,230,2024,0.78
42,325,2023,0.84
42,325,2024,16.0
42,325,2025,16.84
42,380,1952,33.6
42,380,1955,12.0
42,380,1956,12.0
42,380,1960,2.8
42,666,2010,33.0
42,666,2011,18.0
42,740,1985,1.7
51,2,1963,1.2
51,2,1964,0.48
51,2,1971,0.7
51,2,1973,12.5
51,2,1974,6.8999999999999995
51,2,1975,5.65
51,2,1976,2.8
51,2,1978,5.6
51,2,1981,0.48
51,2,1985,5.0
51,2,1986,2.9
51,2,1989,4.19
51,2,1998,15.0
51,2,1999,15.0
51,2,2007,5.2
51,2,2008,5.9
51,2,2010,0.7
51,2,2015,0.36
51,2,2016,0.36
51,2,2018,20.9
51,2,2019,8.4
51,2,2021,16.78
51,20,1967,2.5
51,20,1977,2.5
51,20,2006,0.3
51,20,2007,0.3
51,200,1962,0.72
51,200,1974,0.6
51,200,1977,0.6
51,210,2005,30.0
51,210,2006,30.0
51,210,2007,30.0
51,210,2016,20.0
51,210,2020,20.0
51,210,2021,20.0
51,210,2023,20.0
51,210,2024,20.0
51,220,1999,5.2
51,305,2013,0.7
51,305,2018,0.6
51,900,2015,4.2
51,900,2016,4.2
51,900,2021,2.1
52,2,1966,0.35
52,2,1980,0.95
52,2,1981,6.0
52,2,1987,0.35
52,2,2000,3.2300000000000004
52,2,2001,0.99
52,2,2002,1.5
52,2,2007,5.92
52,2,2011,24.0
52,2,2012,24.0
52,200,1965,10.5
52,200,1972,10.5
52,200,2000,8.0
52,210,2015,60.0
52,210,2016,40.0
52,220,1973,1.6
52,380,1980,21.0
52,710,2015,16.0
52,900,2010,24.0
52,900,2021,32.0
53,2,1984,0.95
53,200,1981,9.3
53,210,2007,30.0
53,210,2008,30.0
53,210,2009,30.0
55,365,1982,1.2
57,2,1987,3.9
58,42,2022,0.24
60,2,1985,5.5
70,2,1951,6.640000000000001
70,2,1953,12.2
70,2,1958,16.0
70,2,1959,2.26
70,2,1960,8.879999999999999
70,2,1961,25.8
70,2,1962,112.68
70,2,1963,59.599999999999994
70,2,1964,42.44
70,2,1966,22.0
70,2,1967,15.31
70,2,1970,82.21
70,2,1971,63.089999999999996
70,2,1972,28.34
70,2,1973,169.88
70,2,1974,16.5
70,2,1975,25.78
70,2,1976,34.0
70,2,1977,32.599999999999994
70,2,1978,58.2
70,2,1979,0.56
70,2,1981,70.0
70,2,1982,245.36
70,2,1983,2.7
70,2,1986,5.04
70,2,1987,232.8
70,2,1988,203.8
70,2,1989,198.8
70,2,1990,44.48
70,2,1991,20.78
70,2,1992,6.800000000000001
70,2,1993,266.40000000000003
70,2,1994,64.06
70,2,1996,177.56
70,2,1997,280.02
70,2,1998,34.78
70,2,1999,67.94
70,2,2000,175.77
70,2,2001,199.14
70,2,2002,103.34
70,2,2003,28.8
70,2,2004,105.1
70,2,2005,20.0
70,2,2006,41.8
70,2,2008,23.0
70,2,2009,27.0
70,2,2010,47.8
70,2,2011,138.3
70,2,2012,124.62
70,2,2013,52.82
70,2,2014,36.22
70,2,2015,465.1
70,2,2016,490.17
70,2,2017,254.25
70,2,2018,23.0
70,2,2020,20.42
70,2,2025,8.8
70,20,1960,17.4
70,20,1961,17.4
70,20,1976,6.4
70,20,1979,13.3
70,20,1980,52.959999999999994
70,20,1981,13.3
70,20,1982,5.95
70,20,1983,5.95
70,20,1986,34.05
70,20,1987,34.05
70,20,1988,11.55
70,20,1989,11.55
70,20,1990,11.55
70,20,1991,11.55
70,20,1992,11.55
70,20,2002,9.0
70,20,2006,0.7
70,20,2009,3.0
70,20,2010,7.5
70,20,2011,12.0
70,20,2012,3.0
70,20,2014,15.7
70,20,2015,12.0
70,20,2016,21.85
70,20,2017,15.85
70,20,2018,3.85
70,100,2002,5.8
70,140,2004,36.0
70,200,1961,0.72
70,200,1962,1.8
70,200,1971,3.6
70,200,1974,204.6
70,200,1975,204.6
70,200,1976,219.6
70,200,1977,22.2
70,200,1978,204.6
70,200,1979,204.6
70,200,1980,204.6
70,200,1982,204.6
70,210,1972,3.0
70,210,2012,20.0
70,210,2014,30.0
70,210,2015,80.0
70,210,2016,60.0
70,210,2017,50.0
70,210,2020,245.5
70,211,1994,87.0
70,211,1995,87.0
70,211,1996,79.4
70,220,1965,8.55
70,220,1972,4.75
70,220,1973,4.75
70,220,1979,30.0
70,220,1981,32.0
70,220,1982,35.12
70,220,1985,5.6
70,220,1986,69.44
70,220,1988,16.32
70,220,1992,5.2
70,220,1993,5.2
70,220,2005,6.5
70,220,2010,15.0
70,220,2011,48.0
70,220,2012,120.0
70,220,2013,48.0
70,220,2014,48.0
70,220,2016,66.0
70,220,2017,50.0
70,220,2018,8.0
70,220,2020,9.0
70,225,1977,3.6
70,225,1978,3.6
70,225,1979,47.5
70,225,1980,47.5
70,225,1981,47.5
70,225,1982,21.25
70,225,1983,21.25
70,225,1986,41.25
70,225,1987,41.25
70,225,1988,41.25
70,225,1989,41.25
70,225,1990,41.25
70,225,1991,41.25
70,225,1992,44.45
70,225,2006,3.8
70,230,1982,150.0
70,230,1983,150.0
70,230,1986,62.5
70,230,1987,62.5
70,230,1991,7.6
70,230,2009,25.0
70,230,2010,96.5
70,230,2011,168.0
70,230,2012,68.0
70,230,2015,84.0
70,255,1964,6.4
70,255,1965,6.4
70,255,1982,7.2
70,255,1986,7.2
70,255,1991,12.0
70,255,1994,12.0
70,255,2004,6.5
70,255,2015,10.0
70,316,2002,1.0
70,316,2013,2.0
70,316,2014,2.0
70,316,2015,0.34
70,325,1985,0.9
70,325,1995,2.5
70,325,2000,7.2
70,325,2001,7.2
70,325,2003,20.0
70,325,2011,84.0
70,325,2012,84.0
70,345,1985,3.6
70,365,1994,58.0
70,365,1995,58.0
70,365,1996,72.0
70,365,1997,217.0
70,365,1999,87.0
70,365,2000,64.8
70,365,2002,2.4
70,365,2006,36.25
70,365,2010,7.25
70,365,2012,21.75
70,369,1997,44.0
70,369,1998,44.0
70,369,1999,44.0
70,369,2000,17.6
70,375,1992,13.5
70,375,1993,13.5
70,375,1994,13.5
70,375,1995,13.5
70,380,1999,20.0
70,380,2000,20.0
70,380,2001,20.0
70,380,2003,20.0
70,380,2004,30.0
70,380,2016,10.0
70,380,2017,10.0
70,380,2018,10.0
70,380,2020,2.5
70,380,2021,10.0
70,666,1973,13.75
70,666,1974,13.75
70,666,1976,13.75
70,666,1978,15.0
70,666,1979,15.0
70,666,1991,11.0
70,666,1992,11.0
70,666,1993,11.0
70,666,1994,11.0
70,666,2002,19.2
70,666,2004,157.98
70,666,2005,26.4
70,666,2009,4.0
70,666,2015,8.0
70,666,2016,29.0
70,666,2017,0.2
70,694,2006,2.24
70,696,2023,47.6
70,696,2024,50.64
70,710,2006,5.85
80,2,1996,0.18
80,2,2023,1.0
80,200,1984,0.48
80,200,1996,0.16
80,200,2000,0.6
80,713,2016,2.1
90,2,1951,6.0
90,2,1954,10.4
90,2,1955,15.68
90,2,1956,10.9
90,2,1960,16.0
90,2,1962,0.8999999999999999
90,2,1963,7.6
90,2,1964,8.46
90,2,1965,4.96
90,2,1967,1.3
90,2,1968,15.94
90,2,1969,1.12
90,2,1971,45.28
90,2,1972,1.0
90,2,1973,0.4
90,2,1974,25.0
90,2,1975,37.6
90,2,1976,7.119999999999999
90,2,1980,4.2
90,2,1981,51.0
90,2,1982,38.6
90,2,1984,6.8
90,2,1986,1.6
90,2,1993,21.25
90,2,1994,21.25
90,2,1995,21.25
90,2,2018,5.28
90,2,2019,4.0
90,2,2022,10.0
90,2,2023,5.55
90,20,1979,4.2
90,20,1980,4.2
90,20,1981,4.2
90,20,2019,2.5
90,93,1955,0.8
90,100,2019,10.0
90,101,2008,0.4
90,155,1998,0.92
90,220,1974,4.75
90,225,1979,15.0
90,225,1980,15.0
90,225,1981,15.0
90,230,1981,3.0
