rec_cc,sup_cc,yr,tiv
471,360,1992,3.12
471,360,1996,4.8
471,365,2013,21.75
471,365,2014,36.25
471,365,2016,11.22
471,560,1997,2.2
471,560,1998,4.8
471,560,2002,1.2
471,560,2015,1.44
471,560,2020,2.5
471,560,2021,2.5
471,560,2023,1.8
471,651,1983,2.6
471,666,1985,2.75
471,666,1986,1.32
471,666,1997,12.0
471,666,1998,12.0
471,666,1999,12.0
471,666,2001,6.0
471,666,2006,2.8
471,666,2008,0.6
471,666,2014,0.7
471,666,2015,2.24
471,696,2018,0.56
471,696,2020,0.56
471,710,1976,18.0
471,710,2012,23.4
471,710,2013,128.1
471,710,2014,85.1
475,2,1971,3.6799999999999997
475,2,1973,2.25
475,2,1974,0.75
475,2,1975,168.0
475,2,1976,168.0
475,2,1978,28.0
475,2,1980,28.0
475,2,1981,28.0
475,2,1982,28.0
475,2,1983,8.17
475,2,1984,16.17
475,2,1985,109.84
475,2,1986,5.17
475,2,1987,2.0
475,2,1988,2.0
475,2,1989,7.8
475,2,1990,7.8
475,2,1991,7.8
475,2,1992,7.04
475,2,1993,14.84
475,2,1994,14.84
475,2,1995,7.8
475,2,1996,7.8
475,2,1997,7.8
475,2,2002,16.0
475,2,2003,16.0
475,2,2011,54.0
475,2,2014,62.55
475,2,2015,14.4
475,2,2016,17.28
475,2,2018,14.4
475,2,2021,4.0
475,2,2023,14.55
475,2,2024,14.55
475,2,2025,8.55
475,20,1986,5.0
475,20,2009,2.0
475,20,2010,2.0
475,20,2015,2.8
475,20,2021,6.0
475,140,1994,54.0
475,140,2021,54.0
475,200,1959,5.32
475,200,1961,4.8
475,200,1962,10.3
475,200,1963,4.8
475,200,1964,1.5
475,200,1965,1.49
475,200,1966,18.16
475,200,1967,17.68
475,200,1968,19.28
475,200,1969,4.48
475,200,1972,59.0
475,200,1973,4.8
475,200,1974,12.0
475,200,1977,150.45
475,200,1978,152.62
475,200,1979,138.45
475,200,1980,69.8
475,200,1981,15.0
475,200,1982,34.2
475,200,1983,22.990000000000002
475,200,1984,321.83
475,200,1985,405.36
475,200,1986,73.03
475,200,1992,104.96
475,200,1993,104.96
475,200,1994,104.96
475,210,1965,7.2
475,210,1966,60.0
475,210,1972,54.0
475,210,1980,30.0
475,210,1981,18.0
475,210,1982,10.5
475,210,1986,17.0
475,210,2021,24.0
475,210,2022,17.5
475,211,1969,5.14
475,220,1965,2.5
475,220,1968,9.1
475,220,1976,90.0
475,220,1977,90.0
475,220,1978,90.0
475,220,1980,70.68
475,220,1981,55.08
475,220,1982,234.4
475,220,1984,196.0
475,220,1985,210.4
475,220,1986,14.6
475,220,1987,8.0
475,220,1988,8.0
475,220,1989,29.0
475,220,1990,37.64
475,220,1994,8.64
475,220,2012,10.8
475,220,2013,7.52
475,220,2017,7.2
475,220,2018,20.8
475,220,2020,17.2
475,220,2021,13.6
475,220,2023,13.0
475,220,2025,17.76
475,225,1980,21.0
475,225,1981,21.0
475,255,1963,7.619999999999999
475,255,1974,24.3
475,255,1975,18.0
475,255,1976,18.0
475,255,1977,18.0
475,255,1978,42.0
475,255,1979,75.32
475,255,1980,201.0
475,255,1981,277.8
475,255,1982,348.8
475,255,1984,22.6
475,255,1985,106.6
475,255,1986,104.8
475,255,1988,6.6
475,255,1996,13.2
475,255,2014,6.0
475,255,2016,6.0
475,290,1967,7.2
475,290,2003,16.75
475,305,1967,0.96
475,305,1981,7.5
475,305,1982,21.0
475,305,1983,21.0
475,305,1984,22.5
475,305,1985,22.5
475,305,1986,22.5
475,305,2017,0.75
475,305,2023,2.4
475,315,1967,26.0
475,315,1969,26.0
475,315,1971,26.0
475,315,1986,96.0
475,315,1987,96.0
475,316,2014,7.2
475,316,2015,30.520000000000003
475,325,1965,90.0
475,325,1966,90.0
475,325,1980,67.5
475,325,1981,62.5
475,325,1982,72.75
475,325,1983,36.3
475,325,1984,129.7
475,325,1985,167.2
475,325,1986,30.0
475,325,1987,110.0
475,325,1988,110.0
475,325,1992,15.6
475,325,1993,15.6
475,325,1994,15.6
475,325,2001,18.7
475,325,2003,8.1
475,325,2004,11.0
475,325,2006,18.0
475,325,2007,23.1
475,325,2009,52.0
475,325,2010,50.5
475,325,2011,16.5
475,325,2012,16.5
475,325,2019,11.0
475,325,2020,11.0
475,325,2021,6.0
475,325,2023,11.0
475,325,2024,15.95
475,345,1980,22.5
475,345,1981,22.5
475,345,2015,25.0
475,345,2016,25.0
475,355,2015,2.6
475,355,2023,18.75
475,360,1991,6.6
475,360,1992,7.64
475,365,1966,45.9
475,365,1967,22.8
475,365,1968,2.88
475,365,1969,11.52
475,365,1975,342.2
475,365,1976,10.5
475,365,1977,16.5
475,365,1978,6.0
475,365,1980,210.0
475,365,1981,62.5
475,365,1986,14.4
475,365,1987,14.4
475,365,2000,35.64
475,365,2001,2.5
475,365,2002,2.5
475,365,2003,29.0
475,365,2014,103.5
475,365,2015,112.5
475,365,2017,59.9
475,365,2018,59.9
475,365,2019,59.9
475,365,2020,14.5
475,365,2021,6.6
475,369,2006,40.0
475,369,2007,42.45
475,369,2008,10.6
475,369,2013,1.4
475,369,2014,46.64
475,369,2015,26.44
475,370,2010,7.2
475,380,1980,7.0
475,380,1983,48.0
475,380,1984,48.0
475,380,1985,48.0
475,385,2013,13.2
475,560,2010,11.2
475,560,2011,11.2
475,560,2012,11.2
475,560,2013,11.2
475,560,2014,11.2
475,560,2015,14.649999999999999
475,560,2018,1.05
475,560,2019,1.05
475,560,2024,2.1
475,615,1968,5.76
475,625,1967,0.96
475,640,2007,30.6
475,640,2008,30.6
475,640,2021,3.0
475,640,2023,63.0
475,640,2024,64.7
475,651,1968,54.92
475,651,1969,43.4
475,651,1970,43.4
475,666,2007,0.9
475,666,2009,5.25
475,666,2012,15.75
475,666,2013,15.75
475,670,2023,2.7
475,696,2014,6.6
475,696,2017,9.1
475,696,2020,4.53
475,710,2010,189.7
475,710,2014,123.5
475,710,2015,46.0
475,710,2016,74.0
475,710,2020,86.2
475,710,2021,93.1
475,710,2022,61.1
475,710,2023,32.5
475,710,2024,16.8
475,732,2020,0.7
475,732,2024,4.8
475,770,2016,2.4
475,770,2017,2.4
475,770,2018,2.4
475,770,2021,71.9
475,820,2024,20.0
475,830,2009,29.4
481,2,1969,3.4
481,2,1975,33.5
481,2,1976,28.0
481,2,1977,28.0
481,2,1978,1.8
481,2,1981,30.5
481,2,1982,5.4
481,2,1990,1.0
481,20,2023,1.5
481,140,1980,7.95
481,140,1981,5.5
481,140,1983,10.08
481,140,1984,4.9799999999999995
481,220,1961,2.94
481,220,1964,3.0
481,220,1965,0.15
481,220,1966,1.9
481,220,1968,4.2
481,220,1969,0.7
481,220,1970,0.95
481,220,1971,10.5
481,220,1973,4.5
481,220,1974,11.5
481,220,1975,1.9
481,220,1976,15.68
481,220,1978,71.71
481,220,1980,24.6
481,220,1983,1.12
481,220,1984,88.8
481,220,1985,2.6
481,220,1986,14.73
481,220,1987,16.57
481,220,1988,38.0
481,220,1990,38.0
481,220,2011,1.4
481,220,2012,1.4
481,220,2015,6.96
481,220,2016,6.96
481,220,2019,1.4
481,220,2023,1.85
481,230,1984,4.8
481,230,1990,9.0
481,230,2023,12.5
481,255,2011,4.5
481,255,2015,0.36
481,255,2016,0.36
481,305,1978,2.4
481,305,2004,0.3
481,365,2024,1.05
481,380,1984,1.2
481,380,1988,2.5
481,433,1976,3.0
481,560,2006,55.44
481,560,2007,55.44
481,560,2010,63.839999999999996
481,560,2013,2.2
481,710,2004,6.7
481,710,2006,1.05
481,710,2019,24.7
481,710,2021,2.4
481,710,2024,5.2
481,740,1971,14.6
482,2,2006,9.2
482,200,1973,0.48
482,200,1992,0.6
482,220,1961,2.26
482,220,1965,0.76
482,220,1966,2.0
482,220,1968,2.5
482,220,1978,0.48
482,220,1983,5.5
482,220,1984,1.3
482,220,1988,1.5
482,317,2008,0.38
482,325,1971,2.4
482,365,1985,6.0
482,365,2020,1.2
482,365,2022,10.8
482,365,2023,10.8
482,369,2011,6.8
482,370,2021,34.0
482,620,1981,1.06
482,620,1982,2.61
482,651,1980,0.24
482,696,2021,1.6
482,710,2018,1.68
482,710,2021,0.56
483,2,1983,10.399999999999999
483,2,1984,9.2
483,2,1986,13.9
483,2,1987,2.9
483,2,1988,9.7
483,2,1989,56.0
483,2,2006,0.64
483,2,2014,6.0
483,2,2016,6.6
483,2,2017,8.6
483,2,2020,3.08
483,20,2006,0.35
483,20,2023,1.5
483,210,1995,0.76
483,211,2007,37.88
483,211,2008,37.88
483,211,2010,37.88
483,220,1960,1.16
483,220,1961,1.0
483,220,1965,0.3
483,220,1971,3.55
483,220,1973,10.0
483,220,1974,27.0
483,220,1975,20.64
483,220,1976,16.44
483,220,1977,6.44
483,220,1980,9.6
483,220,1983,13.88
483,220,1985,1.28
483,220,1986,29.439999999999998
483,220,1987,39.55
483,220,2008,3.0
483,220,2012,3.52
483,220,2013,1.4
483,220,2019,1.12
483,220,2020,1.12
483,220,2021,3.8499999999999996
483,225,1976,1.6
483,225,2006,1.9
483,230,1983,3.8
483,325,2014,32.0
483,355,2008,4.0
483,355,2009,4.0
483,365,1998,6.6
483,365,1999,7.25
483,365,2006,14.5
483,365,2010,7.25
483,369,2001,15.959999999999999
483,369,2007,6.8
483,369,2008,75.2
483,369,2009,64.55
483,369,2010,52.55
483,369,2011,1.4
483,369,2013,18.4
483,369,2014,19.759999999999998
483,475,2021,7.0
483,475,2022,7.0
483,620,1994,3.4
483,620,2008,3.4
483,640,2018,14.0
483,640,2021,14.0
483,640,2022,12.6
483,640,2023,33.6
483,640,2024,16.6
483,666,2006,0.72
483,666,2008,3.72
483,666,2015,1.32
483,696,2021,8.4
483,696,2023,4.67
483,696,2024,1.43
483,710,2007,4.9
483,710,2008,2.2
483,710,2010,15.6
483,710,2013,39.0
483,710,2021,25.0
483,710,2025,4.0
483,830,2009,3.12
483,830,2010,3.12
483,900,1983,9.2
484,40,1978,30.4
484,40,1979,28.0
484,40,1980,28.0
484,94,2009,2.9
484,200,2015,2.24
484,220,1960,1.0
484,220,1961,0.5800000000000001
484,220,1963,0.3
484,220,1965,0.3
484,220,1970,1.0
484,220,1971,1.79
484,220,1974,7.4399999999999995
484,220,1978,7.5
484,220,1981,2.8
484,220,1985,2.8
484,220,1988,4.62
484,230,1983,18.0
484,315,1983,7.2
484,325,2021,2.1
484,355,1998,1.8
484,355,1999,1.2
484,365,1968,1.04
484,365,1969,22.5
484,365,1970,7.6
484,365,1971,9.6
484,365,1972,1.08
484,365,1975,1.3
484,365,1978,2.25
484,365,1979,13.8
484,365,1980,8.5
484,365,1984,25.2
484,365,1988,110.5
484,365,1989,110.5
484,365,1990,110.5
484,365,1991,18.0
484,365,2003,2.9
484,365,2013,29.6
484,365,2021,1.2
484,369,1997,14.4
484,369,2005,3.6
484,433,1967,1.0
484,540,1979,2.8
484,560,1997,2.7
484,560,2010,50.11
484,560,2012,46.86
484,560,2013,6.9
484,560,2014,2.9
484,560,2018,0.2
484,696,2014,5.04
484,705,1999,0.72
484,705,2000,0.72
484,710,1971,14.0
484,710,1978,13.5
484,710,2006,0.65
484,710,2007,0.65
484,710,2009,1.17
484,710,2024,8.5
490,2,1961,8.8
490,2,1962,5.0
490,2,1963,27.9
490,2,1964,113.4
490,2,1965,65.67
490,2,1966,63.67
490,2,1967,63.0
490,2,1968,63.0
490,2,1971,72.0
490,2,1975,89.25
490,2,1976,3.0
490,2,1977,28.0
490,2,1987,17.8
490,2,2009,28.0
490,2,2018,0.56
490,20,1966,3.0
490,20,1976,39.66
490,200,1962,2.5
490,200,1963,2.82
490,200,1969,6.8
490,200,1970,6.8
490,200,1979,3.2
490,200,1980,2.4
490,211,1960,1.7999999999999998
490,211,1961,0.24000000000000002
490,211,1962,2.34
490,211,1963,0.2
490,211,1964,0.5
490,211,2002,11.2
490,220,1965,3.5
490,220,1966,7.6
490,220,1971,88.0
490,220,1972,23.25
490,220,1973,9.6
490,220,1975,324.25
490,220,1976,1.2
490,220,1978,8.85
490,220,1981,19.0
490,220,1982,19.0
490,220,1983,19.0
490,220,1984,16.1
490,220,1996,27.0
490,255,1962,0.05
490,255,1963,0.24
490,255,1966,0.05
490,325,1964,1.2
490,325,1965,2.62
490,325,1969,39.95
490,325,1970,39.95
490,325,1971,2.88
490,325,1979,20.3
490,325,1980,15.6
490,325,1985,2.88
490,325,1986,2.88
490,345,1996,20.0
490,345,1997,4.8
490,345,2012,6.0
490,355,2013,2.4
490,355,2015,2.4
490,360,1971,6.0
490,365,2002,6.8
490,369,1996,13.799999999999999
490,369,2000,19.6
490,369,2006,17.2
490,369,2010,155.59
490,369,2012,9.2
490,369,2016,42.9
490,370,1997,1.44
490,370,2024,0.4
490,372,1999,115.0
490,372,2000,115.0
490,452,2005,19.06
490,560,2020,8.68
490,560,2023,8.15
490,560,2025,43.75
490,620,1998,10.4
490,630,1962,3.0
490,640,2024,14.0
490,651,1988,1.0
490,651,1990,4.0
490,666,1964,3.36
490,696,2023,5.4
490,710,1973,1.0
490,710,1974,1.0
490,710,1975,70.0
490,710,1976,133.6
490,710,1978,45.6
490,710,1981,6.0
490,710,1982,5.6
490,710,1987,18.0
490,710,2015,1.5
490,710,2023,36.0
490,710,2024,36.0
490,731,1974,8.4
490,731,1975,6.5
500,2,1966,0.35
500,2,1969,2.8
500,2,1971,7.86
500,2,1972,22.66
500,2,1982,14.1
500,2,2009,2.0
500,2,2015,4.9
500,2,2017,15.5
500,2,2020,4.6
500,20,1966,3.75
500,20,1970,2.5
500,200,1965,0.72
500,200,1966,1.6
500,200,1982,0.1
500,220,2017,4.96
500,225,1977,0.9
500,255,1964,0.76
500,255,2007,0.28
500,290,1999,35.0
500,305,2009,1.68
500,305,2010,1.68
500,305,2018,0.35
500,305,2022,1.0
500,315,1966,9.4
500,315,1967,14.0
500,315,1968,24.8
500,315,1969,14.0
500,316,2002,3.42
500,316,2018,1.12
500,316,2020,14.76
500,316,2021,14.76
500,325,1973,13.1
500,325,1985,30.0
500,325,1988,0.72
500,325,1989,30.0
500,345,2020,15.0
500,355,1998,14.0
500,355,2012,6.0
500,355,2015,1.0
500,355,2016,0.12
500,355,2018,4.0
500,355,2022,15.5
500,365,1968,1.0
500,365,1969,1.0
500,365,1970,1.0
500,365,1973,7.98
500,365,1974,71.33000000000001
500,365,1975,144.4
500,365,1976,29.96
500,365,1977,6.0
500,365,1987,14.4
500,365,1998,2.9
500,365,2004,17.82
500,365,2009,13.8
500,365,2011,566.8
500,365,2012,402.0
500,365,2013,40.0
500,365,2022,64.0
500,365,2023,62.0
500,365,2025,1.0
500,369,1995,30.8
500,369,1998,31.0
500,369,1999,3.6
500,369,2004,11.16
500,369,2005,11.16
500,369,2006,5.0
500,369,2010,114.4
500,369,2011,115.0
500,369,2012,114.4
500,369,2020,0.4
500,370,1998,7.2
500,370,2000,6.0
500,370,2004,10.2
500,370,2010,3.4
500,370,2018,7.2
500,370,2019,60.27
500,370,2020,55.230000000000004
500,560,1995,1.5
500,560,2002,2.7
500,560,2004,0.75
500,560,2005,1.86
500,560,2009,1.8
500,560,2010,5.74
500,560,2012,5.54
500,560,2014,8.55
500,560,2015,8.55
500,560,2016,8.55
500,560,2017,8.55
500,560,2018,8.55
500,560,2019,8.55
500,560,2020,8.55
500,560,2021,9.21
500,560,2022,8.55
500,560,2023,8.55
500,620,1975,3.6
500,620,1976,3.8
500,620,1987,7.03
500,620,2002,9.2
500,640,2020,10.5
500,666,1964,2.0
500,666,1966,1.0
500,666,1967,0.38
500,666,1968,10.0
500,666,1969,9.030000000000001
500,666,2002,18.0
500,666,2005,3.75
500,666,2009,10.05
500,666,2017,0.3
500,666,2021,2.5
500,696,2025,0.9
500,710,2008,13.5
500,710,2021,0.7
500,731,1987,10.73
501,2,1968,0.5
501,2,1970,0.19
501,2,1973,1.5
501,2,1978,147.75
501,2,1979,9.13
501,2,1980,41.53
501,2,1981,76.53
501,2,1982,30.130000000000003
501,2,1985,5.6
501,2,1990,6.0
501,2,1991,6.0
501,2,2015,1.0
501,2,2016,24.8
501,2,2017,24.8
501,2,2019,5.640000000000001
501,2,2020,16.7
501,2,2024,2.48
501,2,2025,23.04
501,20,1964,1.14
501,20,1965,15.0
501,20,1966,3.04
501,20,1972,7.5
501,20,1977,79.32
501,20,1978,79.32
501,20,1986,52.88
501,20,1987,52.88
501,20,1990,27.0
501,200,1964,4.890000000000001
501,200,1966,15.75
501,200,1968,1.2
501,200,1969,2.8
501,200,1971,15.0
501,200,1972,1.2
501,200,1974,23.810000000000002
501,200,1975,18.0
501,200,1976,2.16
501,200,1977,2.16
501,200,1978,1.5
501,200,1979,66.89
501,200,1980,168.69
501,200,1981,169.07999999999998
501,200,1982,173.07999999999998
501,200,1983,28.0
501,200,1984,24.0
501,200,1987,125.0
501,200,1990,22.8
501,200,1991,22.8
501,220,1967,2.1
501,220,1971,10.5
501,220,1974,1.92
501,220,1976,24.0
501,220,1977,25.7
501,220,1980,4.0
501,220,1987,22.0
501,220,1989,46.9
501,220,2011,7.6
501,220,2018,1.92
501,230,1994,30.0
501,230,1997,41.0
501,230,2012,35.0
501,255,1977,5.4
501,255,1978,13.2
501,255,1979,7.8
501,255,1980,9.6
501,255,1990,1.2
501,255,2013,1.44
501,255,2021,3.6
501,325,1974,2.25
501,325,1975,6.75
501,325,1976,3.6
501,325,1987,5.0
501,325,1997,5.0
501,325,2019,18.0
501,325,2020,66.0
501,341,2017,1.3
501,345,2014,29.0
501,345,2015,29.0
501,360,1978,54.0
501,360,1979,54.0
501,360,1980,54.0
501,365,2011,21.75
501,365,2012,7.25
501,369,2009,34.32
501,560,2011,10.72
501,560,2012,10.72
501,640,2024,14.4
501,663,2010,103.95
501,663,2012,103.95
501,663,2017,9.0
501,666,1982,12.0
501,666,1983,12.0
501,666,2025,93.75
501,696,2018,4.16
501,696,2022,1.08
501,710,1997,15.0
501,710,2000,15.0
501,710,2007,11.2
501,710,2010,13.0
501,710,2014,16.25
501,710,2015,16.25
501,710,2016,13.1
501,710,2018,0.8
501,732,2024,2.27
510,2,1970,0.7
510,2,1971,1.5
510,2,1972,2.7300000000000004
510,2,1973,2.45
510,2,1974,2.45
510,2,1981,1.9
510,2,1989,0.44
510,20,1965,2.28
510,20,1966,21.4
510,20,1971,12.0
510,20,1979,79.32
510,200,1977,25.5
510,200,1978,25.5
510,200,1979,29.88
510,200,1980,29.88
510,200,1989,4.76
510,200,2003,5.0
510,210,2009,3.6
510,210,2016,20.0
510,220,2018,21.2
510,220,2020,34.2
510,220,2021,34.2
510,255,1964,3.52
510,255,1965,0.61
510,265,1979,14.08
510,265,1980,14.08
510,290,2000,2.4
510,325,1973,0.48
510,325,1977,1.4
510,325,1979,10.48
510,325,2005,20.0
510,325,2006,20.0
510,365,1965,1.44
510,365,1966,1.56
510,365,1967,1.56
510,365,1972,12.5
510,365,1973,12.5
510,365,1974,183.7
510,365,1977,38.0
510,365,1978,106.0
510,365,1979,175.5
510,365,1980,31.0
510,365,1981,31.0
510,369,2011,3.6
510,369,2012,3.6
510,560,2009,0.4
510,696,2006,1.66
510,696,2025,4.0
510,710,1970,30.0
510,710,1971,111.0
510,710,1972,111.0
510,710,1973,135.6
510,710,1974,10.8
510,710,1975,48.0
510,710,1977,30.0
510,710,1978,30.0
510,710,1979,31.3
510,710,1981,108.0
510,710,1982,9.0
510,710,1986,0.95
510,710,1992,18.0
510,710,1994,5.0
510,710,2002,0.76
510,710,2003,46.0
510,710,2006,0.52
510,710,2007,0.52
510,710,2009,175.0
510,710,2011,274.5
510,710,2012,199.5
510,710,2013,144.9
510,710,2014,13.5
510,710,2015,20.0
510,710,2017,1.56
510,710,2021,28.5
510,731,1980,20.4
510,900,2007,0.44
516,2,2015,1.4
516,2,2016,2.94
516,200,1982,0.7
516,220,1966,8.4
516,220,1967,1.9
516,220,1969,3.0
516,220,1973,0.24
516,220,1982,1.7
516,220,1983,11.04
516,220,1984,1.7
516,255,1966,0.05
516,325,1981,0.72
516,365,1980,0.77
516,365,1981,4.5
516,365,1998,12.0
516,369,2001,1.4
516,369,2002,3.4
516,560,2009,3.56
516,560,2010,3.56
516,560,2019,2.0
516,651,1982,0.96
516,710,2012,5.25
517,2,1965,0.16
517,2,2021,2.0
517,200,1975,0.6
517,200,1977,0.6
517,200,2013,0.12
517,211,1971,0.05
517,220,1962,10.5
517,220,1973,1.9
517,220,1975,2.0
517,220,1983,3.88
517,220,1984,6.08
517,220,1985,4.4
517,220,1986,2.7
517,220,1988,1.92
517,220,1989,2.6
517,220,1990,3.0
517,220,1991,4.5
517,220,1992,2.83
517,230,2009,11.0
517,255,1964,0.12
517,255,1972,0.05
517,317,1997,1.8
517,317,2019,0.72
517,325,1974,0.6
517,365,1999,29.0
517,365,2000,29.0
517,365,2014,43.5
517,365,2015,43.5
517,365,2021,46.0
517,369,2013,2.5
517,370,1998,6.8
517,370,1999,6.8
517,560,1996,3.6
517,560,1997,3.6
517,560,1998,3.6
517,560,2006,3.0
517,560,2007,12.6
517,560,2012,0.9
517,640,2012,4.5
517,640,2017,6.9
517,640,2021,17.15
517,640,2022,15.9
517,651,1992,2.1
517,666,2008,11.0
517,666,2013,12.75
517,694,2022,0.68
517,710,2007,7.5
517,710,2008,2.6
517,710,2017,2.0
517,710,2018,4.1
517,710,2023,37.0
520,2,1981,3.0
520,2,1982,45.88
520,2,1983,27.0
520,2,1984,27.0
520,2,1985,42.0
520,2,1986,15.3
520,2,2013,0.58
520,200,1961,1.8
520,200,2013,2.0
520,220,1973,0.24
520,220,2016,2.08
520,225,1969,0.8
520,255,1978,1.8
520,325,1960,10.46
520,325,1962,0.48
520,325,1968,4.2
520,325,1978,61.2
520,325,1979,62.64
520,325,1980,25.6
520,325,1981,6.88
520,325,1982,17.92
520,325,2015,0.28
520,325,2023,4.0
520,325,2024,3.52
520,325,2025,1.8
520,365,1963,34.4
520,365,1965,81.46000000000001
520,365,1966,97.52
520,365,1967,105.84
520,365,1972,29.6
520,365,1973,200.77
520,365,1974,304.6
520,365,1975,139.26
520,365,1976,214.0
520,365,1977,40.0
520,531,1999,0.18
520,560,2013,0.38
520,560,2021,0.96
520,620,1990,16.0
520,640,2020,1.68
520,640,2021,1.12
520,651,1960,0.24
520,651,1961,0.28
520,651,1978,23.0
520,651,1979,21.96
520,651,1981,13.2
520,651,1982,10.0
520,670,1984,5.6
520,690,1979,22.4
520,694,2019,8.16
520,696,1983,13.760000000000002
520,696,2015,0.97
520,710,1980,150.0
520,710,1981,150.0
520,710,1982,7.0
520,710,2017,1.8
522,2,1991,1.0
522,2,2014,5.3
522,2,2016,0.98
522,2,2019,7.02
522,20,2014,1.5
522,200,2012,0.56
522,200,2020,0.8
522,210,2021,20.0
522,210,2022,14.0
522,220,1977,2.8
522,220,1978,5.6
522,220,1979,36.2
522,220,1980,3.29
522,220,1981,6.0
522,220,1982,2.8
522,220,1983,2.6
522,220,1985,1.23
522,220,1987,1.2
522,220,1992,2.8
522,220,2012,5.6
522,220,2021,1.8
522,230,1986,7.6
522,290,1995,2.0
522,325,2013,5.300000000000001
522,325,2014,0.9
522,325,2016,0.9
522,365,1992,14.4
522,365,1993,5.8
522,365,2002,2.8
522,370,2005,7.2
522,560,2000,1.19
522,640,2022,4.8
522,640,2023,0.28
522,645,1980,1.92
522,670,2016,5.2
522,710,2014,8.0
522,710,2015,3.9
522,710,2016,5.0
522,710,2019,3.73
522,710,2021,24.0
530,2,1953,6.0
530,2,1956,1.14
530,2,1957,15.0
530,2,1958,23.8
530,2,1959,10.9
530,2,1960,19.6
530,2,1961,19.6
530,2,1962,16.0
530,2,1963,28.4
530,2,1964,5.9
530,2,1965,23.76
530,2,1966,154.36
530,2,1967,102.60000000000001
530,2,1968,118.32000000000001
530,2,1969,5.28
530,2,1970,79.0
530,2,1971,115.16
530,2,1972,12.48
530,2,1973,10.48
530,2,1974,73.86
530,2,1975,83.7
530,2,1976,86.4
530,2,1977,22.0
530,2,1997,36.8
530,2,2014,9.6
530,2,2018,9.6
530,20,1954,7.2
530,20,1972,5.0
530,20,1976,7.5
530,200,1966,0.55
530,200,1969,22.44
530,210,1971,3.0
530,220,1965,2.8
530,220,1966,2.8
530,220,1967,7.55
530,220,1968,2.8
530,220,1970,4.75
530,220,1972,39.2
530,220,1977,28.0
530,220,1978,6.0
530,220,2016,1.92
530,255,1970,1.5
530,255,1971,0.14
530,255,1975,1.8
530,255,2019,2.4
530,265,1979,26.4
530,265,1980,26.4
530,265,1989,25.0
530,310,1997,24.0
530,310,2013,40.8
530,315,1950,1.6
530,315,1983,84.0
530,315,1988,84.0
530,316,1997,14.0
530,316,1998,14.0
530,325,1970,12.6
530,325,1988,5.2
530,345,1960,5.6
530,345,1975,4.8
530,345,1977,29.4
530,345,2012,8.96
530,346,2022,3.0
530,346,2023,3.0
530,355,1998,25.0
530,355,1999,70.0
530,355,2002,70.0
530,355,2004,9.0
530,360,1978,9.5
530,365,1965,1.6
530,365,1976,19.2
530,365,1977,1883.47
530,365,1978,2267.63
530,365,1979,507.0
530,365,1980,1470.5
530,365,1981,1438.5
530,365,1982,1656.3
530,365,1983,1387.5
530,365,1984,1171.9
530,365,1985,1212.3
530,365,1986,1362.3
530,365,1987,1193.0
530,365,1988,517.4
530,365,1989,22.0
530,365,1990,2.0
530,365,1991,80.0
530,365,1998,225.26
530,365,1999,231.0
530,365,2000,65.96
530,365,2003,404.08
530,365,2004,399.4
530,365,2010,58.0
530,365,2019,69.0
530,365,2024,38.0
530,365,2025,63.0
530,369,1997,2.4
530,369,1998,2.4
530,369,2000,27.0
530,369,2011,76.47999999999999
530,369,2012,270.39
530,369,2013,270.39
530,369,2014,245.39
530,369,2015,245.39
530,369,2016,100.0
530,369,2017,100.0
530,370,1998,20.0
530,370,2000,7.2
530,380,1951,19.4
530,380,1954,1.53
530,380,1955,1.53
530,380,1957,1.02
530,380,1960,1.7
530,380,1961,1.26
530,380,1963,0.34
530,380,1966,0.68
530,620,1983,50.0
530,630,1970,14.0
530,630,1971,14.0
530,630,1972,14.0
530,630,2021,0.15
530,640,2021,9.6
530,640,2024,4.5
530,666,2013,10.5
530,666,2014,10.5
530,666,2015,10.5
530,666,2016,10.5
530,666,2017,10.5
530,680,1986,51.0
530,696,2024,5.4
530,705,2000,15.56
530,710,1999,19.25
530,710,2012,7.0
530,710,2013,53.5
530,710,2014,7.0
530,710,2018,8.8
530,710,2019,8.8
530,710,2020,24.5
530,710,2021,6.0
530,710,2022,43.2
530,731,1985,21.0
531,200,1997,2.4
531,255,1994,1.8
531,325,1997,33.6
531,325,2000,20.0
531,355,1999,12.6
531,355,2004,9.54
531,355,2005,69.0
531,365,1995,4.0
531,365,1996,43.4
531,365,1998,212.25
531,365,1999,16.0
531,365,2001,57.0
531,365,2004,70.0
531,365,2005,3.2
531,369,1999,2.8
531,369,2002,35.25
531,369,2003,34.0
531,370,2005,26.46
531,370,2007,3.6
531,375,1994,10.8
531,375,1995,10.8
531,530,1997,17.0
531,666,1993,21.0
531,710,1994,10.0
540,2,1988,5.0
540,2,1994,5.0
540,2,2013,0.6
540,2,2017,1.6
540,20,1980,2.5
540,20,1982,4.2
540,20,1987,1.4
540,20,1990,2.8
540,20,1998,2.1
540,20,2013,3.0
540,20,2019,3.0
540,20,2024,4.5
540,20,2025,4.5
540,40,1975,1.2
540,135,2001,10.0
540,135,2004,5.4
540,140,1988,11.0
540,140,1998,15.2
540,140,2007,6.25
540,140,2013,27.0
540,200,1979,3.4
540,200,2017,2.0
540,210,1980,8.5
540,210,2005,11.2
540,220,1986,28.2
540,220,1987,8.7
540,220,1988,19.5
540,220,1989,19.5
540,220,2000,0.3
540,220,2019,15.0
540,220,2022,33.0
540,220,2023,30.0
