dispnum,ccode1,ccode2,styear,war,fatal,dyad_id,year,sd_w5,shared_us_w5,same_top5,both_imp_w5,ally_defense,cinc_diff,regime_dist,ln_capdist,ln_trade_lag1,py,py2,py3,unga,cwera
27,2,265,1961,0,0.0,2_265,1961,0.0,0.0,0.0,1.0,0.0,0.2016128403,0.497,8.811667146724973,2.079441541679836,3.0,0.09,0.027,,1
27,2,290,1961,0,0.0,2_290,1961,0.0,0.0,0.0,1.0,0.0,0.196214335,0.477,8.878985021734431,5.220355825078324,16.0,2.56,4.096,3.967554,1
27,2,365,1961,0,0.0,2_365,1961,0.0,0.0,0.0,1.0,0.0,0.03689581,0.56,8.964861739409468,4.189654742026425,1.0,0.01,0.001,3.97853,1
27,2,315,1961,0,0.0,2_315,1961,0.0,0.0,0.0,1.0,0.0,0.199320409,0.471,8.839146247295385,2.995732273553991,4.0,0.16,0.064,3.966962,1
27,200,265,1961,0,0.0,200_265,1961,0.0,0.0,0.0,1.0,0.0,0.0310488753,0.639,6.837761907161602,3.7328963156072654,16.0,2.56,4.096,,1
27,200,290,1961,0,0.0,200_290,1961,0.0,0.0,0.0,1.0,0.0,0.02565037,0.619,7.278835960228471,4.969813299576001,16.0,2.56,4.096,3.96569,1
27,200,365,1961,0,0.0,200_365,1961,0.0,0.0,0.0,1.0,0.0,0.133668155,0.7020000000000001,7.824685806143631,5.911880040694213,2.0,0.04,0.008,3.976666,1
27,200,315,1961,0,0.0,200_315,1961,0.0,0.0,0.0,1.0,0.0,0.028756444,0.613,6.940899877574439,4.0465539158682695,8.0,0.64,0.512,3.965098,1
27,260,265,1961,0,0.0,260_265,1961,,,,0.0,0.0,0.0314286353,0.6659999999999999,6.171909343889077,,16.0,2.56,4.096,,1
27,260,290,1961,0,0.0,260_290,1961,,,,,,,,,,,,,,1
27,260,365,1961,0,0.0,260_365,1961,,,,0.0,0.0,0.133288395,0.729,7.6440577298560095,,16.0,2.56,4.096,,1
27,260,315,1961,0,0.0,260_315,1961,,,,0.0,0.0,0.029136204,0.6399999999999999,6.262826670692666,,16.0,2.56,4.096,,1
27,220,265,1961,0,0.0,220_265,1961,0.0,0.0,0.0,1.0,0.0,0.0213457343,0.579,6.778671125570599,3.100092333923278,16.0,2.56,4.096,,1
27,220,290,1961,0,0.0,220_290,1961,0.0,0.0,0.0,1.0,0.0,0.015947229,0.5589999999999999,7.221031996095399,3.627003997204358,16.0,2.56,4.096,3.562328,1
27,220,365,1961,0,0.0,220_365,1961,0.0,0.0,0.0,1.0,0.0,0.143371296,0.642,7.8191942601252675,5.353278924622011,2.0,0.04,0.008,3.5733040000000003,1
27,220,315,1961,0,0.0,220_315,1961,0.0,0.0,0.0,1.0,0.0,0.019053303,0.5529999999999999,6.78332520060396,3.370738174177447,16.0,2.56,4.096,3.561736,1
28,220,616,1961,0,1.0,220_616,1961,0.0,0.0,0.0,1.0,0.0,0.02981203543,0.5549999999999999,7.3006753595880065,5.216564864675778,1.0,0.01,0.001,1.5822694,1
53,2,710,1956,0,0.0,2_710,1956,0.0,0.0,0.0,1.0,0.0,0.162476004,0.542,9.31898847758312,0.0,1.0,0.01,0.001,,1
61,2,40,1962,0,0.0,2_40,1962,0.0,0.0,0.0,1.0,1.0,0.2062592572,0.599,7.510211594257578,3.951243718581428,1.0,0.01,0.001,4.143067,1
61,2,365,1962,0,0.0,2_365,1962,0.0,0.0,0.0,1.0,0.0,0.0335742199999999,0.5730000000000001,8.964861739409468,4.276666119016055,1.0,0.01,0.001,4.293673,1
92,220,481,1964,0,1.0,220_481,1964,0.0,0.0,0.0,1.0,1.0,0.028796861477,0.636,8.600154712130585,4.3969152102218185,19.0,3.61,6.859,,1
122,200,645,1961,0,0.0,200_645,1961,0.0,0.0,0.0,1.0,0.0,0.0379690805,0.7180000000000001,8.316642488754661,5.513025398702298,3.0,0.09,0.027,3.00787,1
122,630,645,1961,0,0.0,630_645,1961,0.0,0.0,0.0,1.0,0.0,0.0038296289,0.0289999999999999,6.544199573951183,1.5686159179138452,1.0,0.01,0.001,1.7869987,1
122,645,651,1961,0,0.0,645_651,1961,1.0,0.0,1.0,1.0,1.0,0.0042751727,0.0579999999999999,7.168733968599368,0.641853875646079,2.0,0.04,0.008,0.076078,1
122,645,690,1961,0,0.0,645_690,1961,0.0,0.0,0.0,1.0,1.0,0.00144127394,0.092,6.324358962381311,,16.0,2.56,4.096,,1
122,645,670,1961,0,0.0,645_670,1961,0.0,0.0,0.0,1.0,1.0,0.0006192819999999,0.076,6.896289800872859,0.9555114450274363,16.0,2.56,4.096,0.6590712000000001,1
122,616,645,1961,0,0.0,616_645,1961,,,,,,,,,,,,,,1
122,645,663,1961,0,0.0,645_663,1961,0.0,0.0,0.0,1.0,1.0,0.00156680586,0.047,6.69369534640097,1.1151415906193205,12.0,1.44,1.728,0.9887134,1
122,625,645,1961,0,0.0,625_645,1961,,,,,,,,,,,,,,1
125,2,651,1958,0,0.0,2_651,1958,0.0,0.0,0.0,1.0,0.0,0.2291480817,0.472,9.143227874334848,4.206184014171376,1.0,0.01,0.001,2.27424,1
125,2,365,1958,0,0.0,2_365,1958,0.0,0.0,0.0,1.0,0.0,0.0635165799999999,0.519,8.964861739409468,3.440418126866718,1.0,0.01,0.001,3.887321,1
125,2,645,1958,0,0.0,2_645,1958,1.0,0.0,1.0,1.0,0.0,0.2326933652,0.471,9.207386012149746,4.414009656313857,13.0,1.69,2.197,2.126307,1
125,200,651,1958,0,0.0,200_651,1958,0.0,0.0,0.0,1.0,0.0,0.0398811787,0.649,8.164197186161838,4.100989138053351,2.0,0.04,0.008,3.601099,1
125,200,365,1958,0,0.0,200_365,1958,0.0,0.0,0.0,1.0,0.0,0.125750323,0.6960000000000001,7.824685806143631,5.773308568399338,2.0,0.04,0.008,5.21418,1
125,200,645,1958,0,0.0,200_645,1958,0.0,0.0,0.0,1.0,1.0,0.0434264622,0.648,8.316642488754661,4.903050083416319,13.0,1.69,2.197,3.453166,1
148,710,790,1959,0,1.0,710_790,1959,,,,0.0,0.0,0.11619683749,0.1379999999999999,8.056838857618049,,14.0,1.96,2.744,,1
172,710,713,1962,0,,710_713,1962,0.0,0.0,0.0,1.0,0.0,0.0965864827,0.0109999999999999,7.451067453782427,,3.0,0.09,0.027,,1
172,2,710,1962,0,0.0,2_710,1962,0.0,0.0,0.0,1.0,0.0,0.1063024199999999,0.5980000000000001,9.31898847758312,0.3364722437640701,1.0,0.01,0.001,,1
173,2,710,1958,0,,2_710,1958,0.0,0.0,0.0,1.0,0.0,0.12605179,0.556,9.31898847758312,0.0,1.0,0.01,0.001,,1
173,710,713,1958,0,,710_713,1958,0.0,0.0,0.0,1.0,0.0,0.1008238665,0.0089999999999999,7.451067453782427,,1.0,0.01,0.001,,1
173,2,365,1958,0,,2_365,1958,0.0,0.0,0.0,1.0,0.0,0.0635165799999999,0.519,8.964861739409468,3.440418126866718,1.0,0.01,0.001,3.887321,1
173,365,713,1958,0,,365_713,1958,0.0,0.0,0.0,1.0,0.0,0.1633590765,0.0279999999999999,8.903733686660713,,4.0,0.16,0.064,3.823204,1
185,290,365,1956,0,0.0,290_365,1956,0.0,0.0,0.0,1.0,1.0,0.156274657,0.065,7.049254841255837,6.494298305824062,11.0,1.21,1.331,0.0658570000000002,1
199,710,750,1961,1,1.0,710_750,1961,0.0,0.0,0.0,1.0,0.0,0.056215618,0.6000000000000001,8.236552933753503,2.975529566236472,1.0,0.01,0.001,,1
200,220,651,1956,1,1.0,220_651,1956,0.0,0.0,0.0,1.0,0.0,0.0273508796,0.653,8.07455567095369,4.445001398624002,11.0,1.21,1.331,3.484051,1
200,200,651,1956,1,1.0,200_651,1956,0.0,0.0,0.0,1.0,0.0,0.0440122256,0.7120000000000001,8.164197186161838,4.562262632784747,4.0,0.16,0.064,3.222547,1
200,2,651,1956,1,1.0,2_651,1956,0.0,0.0,0.0,1.0,0.0,0.2554023266,0.526,9.143227874334848,4.508659318646894,11.0,1.21,1.331,2.1374880000000003,1
200,651,666,1955,1,1.0,651_666,1955,0.0,0.0,0.0,1.0,0.0,0.004031406,0.5479999999999999,6.0553778728516345,0.0,1.0,0.01,0.001,2.1443859,1
200,220,365,1956,1,0.0,220_365,1956,0.0,0.0,0.0,1.0,0.0,0.137634197,0.638,7.8191942601252675,4.497585008715726,7.0,0.49,0.343,5.166885000000001,1
200,200,365,1956,1,0.0,200_365,1956,0.0,0.0,0.0,1.0,0.0,0.1209728509999999,0.6970000000000001,7.824685806143631,5.539693646846008,3.0,0.09,0.027,4.905381,1
200,2,365,1956,0,0.0,2_365,1956,0.0,0.0,0.0,1.0,0.0,0.09041725,0.511,8.964861739409468,3.030133748580501,2.0,0.04,0.008,3.820322,1
200,365,666,1956,1,1.0,365_666,1956,0.0,0.0,0.0,1.0,0.0,0.1690109743,0.5,7.891592503508168,1.1939224684724346,11.0,1.21,1.331,4.36204,1
203,710,750,1959,0,,710_750,1959,0.0,0.0,0.0,1.0,0.0,0.070096265,0.601,8.236552933753503,2.960105044097367,1.0,0.01,0.001,,1
246,2,365,1960,0,0.0,2_365,1960,0.0,0.0,0.0,1.0,0.0,0.04365383,0.543,8.964861739409468,3.6635616461296463,1.0,0.01,0.001,3.75114,1
246,2,40,1960,0,0.0,2_40,1960,0.0,0.0,0.0,1.0,1.0,0.2136113628,0.561,7.510211594257578,6.86484777797086,15.0,2.25,3.375,3.344628,1
253,365,740,1960,0,0.0,365_740,1960,0.0,0.0,0.0,1.0,0.0,0.135455117,0.723,8.919854372191667,4.151039905898646,1.0,0.01,0.001,3.424736,1
253,365,640,1960,0,0.0,365_640,1960,0.0,0.0,0.0,1.0,0.0,0.1646701334,0.115,7.49348427277479,2.517696472610991,3.0,0.09,0.027,3.3521323,1
253,365,770,1960,0,0.0,365_770,1960,0.0,0.0,0.0,1.0,0.0,0.161484516,0.021,8.203413519842583,1.6677068582939245,15.0,2.25,3.375,2.6850564,1
253,365,385,1960,0,0.0,365_385,1960,0.0,0.0,0.0,1.0,0.0,0.1705812235,0.722,7.405374075260846,3.577947977205534,4.0,0.16,0.064,3.153765,1
253,2,365,1960,0,0.0,2_365,1960,0.0,0.0,0.0,1.0,0.0,0.04365383,0.543,8.964861739409468,3.6635616461296463,1.0,0.01,0.001,3.75114,1
259,200,678,1956,0,,200_678,1956,1.0,1.0,1.0,1.0,0.0,0.04876259689,0.784,8.63276934926372,3.55248688651497,7.0,0.49,0.343,3.148508,1
343,365,710,1966,0,1.0,365_710,1966,0.0,0.0,0.0,1.0,1.0,0.05666214,0.021,8.664526399287714,,1.0,0.01,0.001,,1
345,365,666,1967,0,0.0,365_666,1967,0.0,0.0,0.0,1.0,0.0,0.1651846387,0.559,7.891592503508168,0.641853875646079,11.0,1.21,1.331,2.4831833000000003,1
345,2,365,1967,0,0.0,2_365,1967,0.0,0.0,0.0,1.0,0.0,0.0418066599999999,0.608,8.964861739409468,4.574710978503383,1.0,0.01,0.001,4.029772,1
346,315,355,1968,0,0.0,315_355,1968,,,,,,,,,,,,,,1
346,315,365,1968,0,0.0,315_365,1968,0.0,0.0,0.0,1.0,1.0,0.1613257759,0.066,7.420099748717398,,23.0,5.29,12.167,0.127429,1
346,265,315,1968,0,0.0,265_315,1968,1.0,0.0,1.0,1.0,1.0,0.0002151056999999,0.01,5.636573724962751,,23.0,5.29,12.167,,1
346,290,315,1968,0,0.0,290_315,1968,1.0,0.0,1.0,1.0,1.0,0.0044208509,0.0269999999999999,6.250747145038065,,23.0,5.29,12.167,0.017571,1
346,310,315,1968,0,0.0,310_315,1968,1.0,0.0,1.0,1.0,1.0,0.0054982081,0.0279999999999999,6.09852361940139,,23.0,5.29,12.167,0.1904030000000001,1
347,2,731,1968,0,0.0,2_731,1968,0.0,0.0,0.0,1.0,0.0,0.1980611458999999,0.612,9.309705953873744,,1.0,0.01,0.001,,1
349,365,710,1969,0,1.0,365_710,1969,0.0,0.0,0.0,1.0,1.0,0.06214827,0.0229999999999999,8.664526399287714,,1.0,0.01,0.001,,1
350,2,135,1969,0,0.0,2_135,1969,0.0,0.0,1.0,1.0,1.0,0.195589447,0.6,8.64207982555697,6.357322217961405,7.0,0.49,0.343,1.8550327,1
352,710,775,1969,0,1.0,710_775,1969,0.0,0.0,0.0,1.0,0.0,0.1052145655,0.001,7.993181005846071,0.5877866704576745,10.0,1.0,1.0,,1
353,2,365,1973,0,0.0,2_365,1973,0.0,0.0,0.0,1.0,0.0,0.0085903999999999,0.65,8.964861739409468,6.471109068865483,1.0,0.01,0.001,4.349088999999999,1
353,2,652,1973,0,0.0,2_652,1973,0.0,0.0,0.0,1.0,0.0,0.1570087248,0.614,9.152467585385711,3.3393220134050603,3.0,0.09,0.027,2.8843032,1
353,2,651,1973,0,0.0,2_651,1973,0.0,0.0,0.0,1.0,0.0,0.150169763,0.562,9.143227874334848,4.57522634052692,5.0,0.25,0.125,2.9147591,1
353,365,666,1973,0,0.0,365_666,1973,0.0,0.0,0.0,1.0,0.0,0.1641179609,0.585,7.891592503508168,0.0099503306551482,2.0,0.04,0.008,3.822225,1
353,652,666,1973,0,0.0,652_666,1973,0.0,0.0,0.0,1.0,0.0,0.0014811639,0.5489999999999999,5.392718041969521,,1.0,0.01,0.001,2.3574392,1
353,651,666,1973,0,0.0,651_666,1973,0.0,0.0,0.0,1.0,0.0,0.0053577978999999,0.4969999999999999,6.0553778728516345,0.0,1.0,0.01,0.001,2.3878951,1
354,200,395,1972,0,1.0,200_395,1972,0.0,0.0,0.0,1.0,1.0,0.028442798229,0.004,7.543379273298417,3.975448369736479,12.0,1.44,1.728,1.2319430000000002,1
355,710,817,1974,0,1.0,710_817,1974,0.0,0.0,0.0,1.0,0.0,0.1088932258,0.246,,,3.0,0.09,0.027,,1
356,2,811,1975,0,1.0,2_811,1975,0.0,0.0,0.0,1.0,0.0,0.14312368747,0.7150000000000001,9.575108477752243,5.204006687076795,6.0,0.36,0.216,2.6974428,1
358,710,750,1975,0,1.0,710_750,1975,0.0,0.0,0.0,1.0,0.0,0.064087283,0.32,8.236552933753503,0.0,2.0,0.04,0.008,0.0313399,1
360,90,200,1975,0,0.0,90_200,1975,1.0,1.0,1.0,1.0,0.0,0.02749221322,0.651,9.079069280089088,3.622285488663952,3.0,0.09,0.027,1.0319033,1
361,220,520,1976,0,1.0,220_520,1976,0.0,0.0,0.0,1.0,0.0,0.02319811019,0.776,8.797140426994632,2.163323002672032,31.0,9.61,29.791,2.6215395000000004,1
362,731,732,1976,0,1.0,731_732,1976,0.0,0.0,0.0,1.0,0.0,0.0038347807999999,0.122,5.27709373009641,0.0,1.0,0.01,0.001,,1
362,2,731,1976,0,1.0,2_731,1976,0.0,0.0,0.0,1.0,0.0,0.1357571088,0.7040000000000001,9.309705953873744,,1.0,0.01,0.001,,1
363,160,200,1976,0,0.0,160_200,1976,0.0,0.0,1.0,1.0,0.0,0.0215601175999999,0.692,9.31739944426959,5.550359269044288,28.0,7.84,21.952,2.1418061,1
364,365,710,1974,0,0.0,365_710,1974,0.0,0.0,0.0,1.0,1.0,0.05095008,0.0369999999999999,8.664526399287714,,5.0,0.25,0.125,1.2241019000000002,1
365,365,740,1976,0,0.0,365_740,1976,0.0,0.0,0.0,1.0,0.0,0.1206886969999999,0.726,8.919854372191667,7.935837801459719,7.0,0.49,0.343,3.244649,1
602,2,130,1972,0,0.0,2_130,1972,0.0,0.0,0.0,1.0,1.0,0.16391199552,0.5640000000000001,8.378896175512146,5.418009645106372,1.0,0.01,0.001,1.9688302,1
605,710,775,1956,0,,710_775,1956,0.0,0.0,0.0,1.0,0.0,0.0959728412,0.351,7.993181005846071,3.039749158970765,11.0,1.21,1.331,,1
606,310,365,1956,1,1.0,310_365,1956,0.0,0.0,0.0,1.0,1.0,0.1651728307,0.0139999999999999,7.359085642962252,5.565669134256378,11.0,1.21,1.331,0.0559959999999999,1
607,2,365,1957,0,0.0,2_365,1957,0.0,0.0,0.0,1.0,0.0,0.08778196,0.515,8.964861739409468,3.5055573669563675,1.0,0.01,0.001,3.812424,1
607,365,640,1957,0,1.0,365_640,1957,0.0,0.0,0.0,1.0,0.0,0.1598329988,0.248,7.49348427277479,2.602689685444384,11.0,1.21,1.331,4.039796,1
607,365,663,1957,0,0.0,365_663,1957,0.0,0.0,0.0,1.0,0.0,0.16674386413,0.0359999999999999,7.882541308446578,0.0,12.0,1.44,1.728,2.3486787,1
607,365,645,1957,0,0.0,365_645,1957,0.0,0.0,0.0,1.0,0.0,0.1655756343,0.105,7.842946270356773,0.0,12.0,1.44,1.728,2.4646088,1
607,2,651,1957,0,0.0,2_651,1957,0.0,0.0,0.0,1.0,0.0,0.249807537,0.4519999999999999,9.143227874334848,4.485259855493662,1.0,0.01,0.001,2.231178,1
607,640,651,1957,0,1.0,640_651,1957,0.0,0.0,0.0,1.0,0.0,0.0021925781999999,0.1849999999999999,7.011574607621134,1.686398972088747,12.0,1.44,1.728,2.45855,1
607,651,663,1957,0,0.0,651_663,1957,0.0,0.0,0.0,1.0,1.0,0.00471828713,0.027,6.209595556598647,1.308332819650179,9.0,0.81,0.729,0.7674327000000001,1
607,645,651,1957,0,0.0,645_651,1957,,,,,,,,,,,,,,1
607,2,652,1957,0,1.0,2_652,1957,0.0,0.0,0.0,1.0,0.0,0.2537592846,0.315,9.152467585385711,3.549617358044796,12.0,1.44,1.728,2.348894,1
607,640,652,1957,0,1.0,640_652,1957,0.0,0.0,0.0,1.0,0.0,0.0061443257999999,0.0479999999999999,6.655955018418123,1.5040773967762742,1.0,0.01,0.001,2.576266,1
607,652,663,1957,0,1.0,652_663,1957,0.0,0.0,0.0,1.0,1.0,0.00076653953,0.164,5.176149732573829,2.3321438175656843,8.0,0.64,0.512,0.8851487,1
607,645,652,1957,0,1.0,645_652,1957,0.0,0.0,0.0,1.0,1.0,0.0004016903,0.095,6.622869293832357,3.0204248861443626,12.0,1.44,1.728,1.0010788,1
608,220,365,1958,0,0.0,220_365,1958,0.0,0.0,0.0,1.0,0.0,0.137200133,0.648,7.8191942601252675,4.782479117206404,2.0,0.04,0.008,4.976463,1
608,2,365,1958,0,0.0,2_365,1958,0.0,0.0,0.0,1.0,0.0,0.0635165799999999,0.519,8.964861739409468,3.440418126866718,1.0,0.01,0.001,3.887321,1
608,200,365,1958,0,0.0,200_365,1958,0.0,0.0,0.0,1.0,0.0,0.125750323,0.6960000000000001,7.824685806143631,5.773308568399338,2.0,0.04,0.008,5.21418,1
610,200,678,1962,0,,200_678,1962,0.0,0.0,0.0,1.0,0.0,0.03743653784,0.791,8.63276934926372,0.3364722437640701,4.0,0.16,0.064,2.7481115000000003,1
611,710,800,1967,1,1.0,710_800,1967,0.0,0.0,0.0,1.0,0.0,0.1021111375,0.043,8.101465603741564,0.0,1.0,0.01,0.001,,1
611,365,800,1967,1,1.0,365_800,1967,0.0,0.0,0.0,1.0,0.0,0.1632684575,0.022,8.863573325175611,1.33500106673234,5.0,0.25,0.125,1.9574509,1
611,800,816,1967,1,1.0,800_816,1967,,,,,,,,,,,,,,1
611,710,732,1965,1,1.0,710_732,1965,0.0,0.0,0.0,1.0,0.0,0.0998226602,0.203,6.860873293082006,0.0,5.0,0.25,0.125,,1
611,365,732,1965,1,1.0,365_732,1965,0.0,0.0,0.0,1.0,0.0,0.1554798702,0.181,8.795748743589717,0.0,6.0,0.36,0.216,,1
611,732,816,1965,1,1.0,732_816,1965,,,,,,,,,,,,,,1
611,710,840,1966,1,1.0,710_840,1966,0.0,0.0,0.0,1.0,0.0,0.1062742908,0.321,7.955004095361688,0.0,10.0,1.0,1.0,,1
611,365,840,1966,1,1.0,365_840,1966,0.0,0.0,0.0,1.0,0.0,0.1629364308,0.3,9.018877157264944,0.0,7.0,0.49,0.343,2.7606252,1
611,816,840,1966,1,1.0,816_840,1966,,,,,,,,,,,,,,1
611,710,900,1964,1,1.0,710_900,1964,0.0,0.0,0.0,1.0,0.0,0.102962865,0.772,9.106034855166868,5.391807755172716,2.0,0.04,0.008,,1
611,365,900,1964,1,1.0,365_900,1964,0.0,0.0,0.0,1.0,0.0,0.160426945,0.75,9.58067558810061,4.016022595446631,2.0,0.04,0.008,,1
611,816,900,1964,1,1.0,816_900,1964,,,,,,,,,,,,,,1
611,710,920,1965,0,1.0,710_920,1965,0.0,0.0,0.0,1.0,0.0,0.1082037049399999,0.7609999999999999,9.285633356011614,2.0014800137236373,3.0,0.09,0.027,,1
611,365,920,1965,0,1.0,365_920,1965,0.0,0.0,0.0,1.0,0.0,0.16386091494,0.739,9.714020527581305,1.4586150226995167,3.0,0.09,0.027,4.159543,1
611,816,920,1965,1,1.0,816_920,1965,,,,,,,,,,,,,,1
611,2,710,1964,1,1.0,2_710,1964,0.0,0.0,0.0,1.0,0.0,0.09295301,0.6080000000000001,9.31898847758312,0.0,1.0,0.01,0.001,,1
611,2,365,1964,1,1.0,2_365,1964,0.0,0.0,0.0,1.0,0.0,0.03548893,0.5860000000000001,8.964861739409468,3.8501476017100575,1.0,0.01,0.001,,1
611,2,816,1964,1,1.0,2_816,1964,0.0,0.0,0.0,1.0,0.0,0.1991665225,0.4610000000000001,9.499016949743575,4.709638303577182,1.0,0.01,0.001,,1
611,710,817,1964,1,1.0,710_817,1964,0.0,0.0,0.0,1.0,0.0,0.1065155664999999,0.092,,,3.0,0.09,0.027,,1
611,365,817,1964,1,1.0,365_817,1964,0.0,0.0,0.0,1.0,0.0,0.1639796465,0.07,,,19.0,3.61,6.859,,1
611,816,817,1964,1,1.0,816_817,1964,0.0,0.0,0.0,1.0,0.0,0.0003020539999999,0.0549999999999999,,,4.0,0.16,0.064,,1
611,710,811,1970,1,1.0,710_811,1970,0.0,0.0,0.0,1.0,0.0,0.1115501713,0.092,8.116417072794205,,25.0,6.25,15.625,,1
611,365,811,1970,1,1.0,365_811,1970,0.0,0.0,0.0,1.0,0.0,0.1703254613,0.059,8.92738046585973,,25.0,6.25,15.625,2.9057788,1
611,811,816,1970,1,1.0,811_816,1970,,,,,,,,,,,,,,1
619,200,395,1975,0,0.0,200_395,1975,,,,0.0,1.0,0.028041042657,0.0,7.543379273298417,4.467596382390206,2.0,0.04,0.008,0.74725,1
623,710,750,1964,0,1.0,710_750,1964,0.0,0.0,0.0,1.0,0.0,0.058362678,0.5800000000000001,8.236552933753503,0.1823215567939546,2.0,0.04,0.008,,1
624,140,220,1963,0,0.0,140_220,1963,1.0,1.0,1.0,1.0,0.0,0.01305342,0.37,9.074131111347196,4.942142369043828,18.0,3.24,5.832,0.6216151000000001,1
1002,41,42,1963,0,0.0,41_42,1963,1.0,1.0,1.0,1.0,1.0,8.966613000000004e-05,0.224,5.551407994230199,0.1739533071234379,13.0,1.69,2.197,0.583491,1
1002,41,200,1963,0,0.0,41_200,1963,1.0,1.0,1.0,1.0,0.0,0.03669584709,0.663,8.87941671348538,0.947789398933526,18.0,3.24,5.832,1.6010754,1
1002,2,41,1963,0,0.0,2_41,1963,0.0,0.0,0.0,1.0,1.0,0.20753007909,0.534,7.74478632987066,3.881769921028512,18.0,3.24,5.832,1.3595064,1
1002,20,41,1963,0,0.0,20_41,1963,,,,,,,,,,,,,,1
1006,200,666,1956,0,1.0,200_666,1956,0.0,0.0,0.0,1.0,0.0,0.0480381233,0.197,8.191712327734205,4.02535169073515,7.0,0.49,0.343,0.5433410000000001,1
1013,666,670,1957,0,,666_670,1957,0.0,0.0,0.0,1.0,0.0,0.0002461249999999,0.6,7.225044696186576,,12.0,1.44,1.728,1.633006,1
1017,660,666,1965,0,0.0,660_666,1965,0.0,0.0,0.0,1.0,0.0,0.0009722171399999,0.244,5.477717994914328,,17.0,2.89,4.913,1.1311569,1
1018,663,666,1962,0,1.0,663_666,1962,0.0,0.0,0.0,1.0,0.0,0.00066202778,0.522,4.289088639014612,,1.0,0.01,0.001,0.9080204,1
1019,663,666,1963,0,1.0,663_666,1963,0.0,0.0,0.0,1.0,0.0,0.0005989218899999,0.523,4.289088639014612,,1.0,0.01,0.001,1.1828626,1
1021,210,850,1960,0,1.0,210_850,1960,,,,,,,,,,,,,,1
1024,210,850,1957,0,0.0,210_850,1957,,,,,,,,,,,,,,1
1035,663,666,1967,1,1.0,663_666,1967,0.0,0.0,0.0,1.0,0.0,0.00082119196,0.525,4.289088639014612,,1.0,0.01,0.001,2.0565623,1
1035,666,670,1967,1,1.0,666_670,1967,0.0,0.0,0.0,1.0,0.0,0.0008755993,0.637,7.225044696186576,,10.0,1.0,1.0,2.1389353,1
1035,666,690,1967,1,1.0,666_690,1967,,,,,,,,,,,,,,1
1035,652,666,1966,1,1.0,652_666,1966,0.0,0.0,0.0,1.0,0.0,2.262310000000008e-05,0.54,5.392718041969521,,1.0,0.01,0.001,2.827852,1
1035,645,666,1967,1,1.0,645_666,1967,,,,,,,,,,,,,,1
1035,651,666,1967,1,1.0,651_666,1967,0.0,0.0,0.0,1.0,0.0,0.0049274066,0.469,6.0553778728516345,0.0,1.0,0.01,0.001,2.5923273,1
1039,200,365,1970,0,0.0,200_365,1970,0.0,0.0,0.0,1.0,0.0,0.141334483,0.722,7.824685806143631,6.561596305043928,3.0,0.09,0.027,4.247119,1
1039,365,663,1970,0,1.0,365_663,1970,0.0,0.0,0.0,1.0,0.0,0.17060610169,0.0229999999999999,7.882541308446578,,13.0,1.69,2.197,1.8452749,1
1039,2,365,1970,0,0.0,2_365,1970,0.0,0.0,0.0,1.0,0.0,0.0095343499999999,0.617,8.964861739409468,5.087596335232384,2.0,0.04,0.008,4.575934,1
1039,365,666,1970,0,0.0,365_666,1970,0.0,0.0,0.0,1.0,0.0,0.1694790833,0.5770000000000001,7.891592503508168,0.2623642721597987,3.0,0.09,0.027,3.1822048,1
1039,200,652,1970,0,1.0,200_652,1970,0.0,0.0,0.0,1.0,0.0,0.0286417897,0.748,8.171966748299813,3.0426158117429165,25.0,6.25,15.625,3.353145,1
1039,652,663,1970,0,1.0,652_663,1970,0.0,0.0,0.0,1.0,1.0,0.00062982899,0.049,5.176149732573829,2.865053892931816,4.0,0.16,0.064,0.9513009,1
1039,2,652,1970,0,1.0,2_652,1970,0.0,0.0,0.0,1.0,0.0,0.1795106227,0.643,9.152467585385711,2.858192859531929,13.0,1.69,2.197,3.68196,1
1039,652,666,1970,0,1.0,652_666,1970,0.0,0.0,0.0,1.0,0.0,0.0004971894,0.6030000000000001,5.392718041969521,,1.0,0.01,0.001,2.2882308,1
1039,200,645,1970,0,0.0,200_645,1970,0.0,0.0,0.0,1.0,0.0,0.0279002399,0.7709999999999999,8.316642488754661,4.852811208902689,8.0,0.64,0.512,3.249676,1
1039,645,663,1970,0,1.0,645_663,1970,0.0,0.0,0.0,1.0,1.0,0.0013713787899999,0.072,6.69369534640097,1.856298005990626,8.0,0.64,0.512,0.8478318999999999,1
1039,2,645,1970,0,0.0,2_645,1970,0.0,0.0,0.0,1.0,0.0,0.1787690729,0.6659999999999999,9.207386012149746,3.058707025767021,12.0,1.44,1.728,3.578491,1
1039,645,666,1970,0,0.0,645_666,1970,,,,,,,,,,,,,,1
1043,620,666,1973,0,,620_666,1973,,,,,,,,,,,,,,1
1046,663,666,1971,1,1.0,663_666,1971,1.0,1.0,1.0,1.0,0.0,0.00170928977,0.557,4.289088639014612,,1.0,0.01,0.001,1.06910083,1
1046,645,666,1973,1,1.0,645_666,1973,,,,,,,,,,,,,,1
1046,666,670,1973,1,1.0,666_670,1973,0.0,0.0,0.0,1.0,0.0,0.0005279123,0.6799999999999999,7.225044696186576,,6.0,0.36,0.216,2.158162,1
1046,652,666,1971,1,1.0,652_666,1971,0.0,0.0,0.0,1.0,0.0,0.0008265459,0.541,5.392718041969521,,1.0,0.01,0.001,1.8176998,1
