year,ccode1,ccode2,overlap
1950,41,160,0.9717430976629187
1950,41,165,1.0
1950,41,200,1.0
1950,41,210,0.13552522565734967
1950,41,211,0.13306451612903225
1950,41,220,1.0
1950,41,230,1.0
1950,41,325,0.5726918761961328
1950,41,350,0.9759543131950705
1950,41,385,0.24430641821946172
1950,41,390,0.5254237288135593
1950,41,630,1.0
1950,41,640,1.0
1950,41,651,0.10128248683540003
1950,41,652,0.021965952773201534
1950,41,666,0.07111756168359944
1950,41,678,1.0
1950,41,732,0.9958793472886105
1950,41,770,0.021174205967276226
1950,41,800,0.6353253110340608
1950,41,850,0.010702341137123745
1950,42,92,1.0
1950,42,100,1.0
1950,42,101,0.03389830508474576
1950,42,150,1.0
1950,42,155,1.0
1950,42,160,0.9717430976629187
1950,42,165,1.0
1950,42,200,1.0
1950,42,210,0.13552522565734967
1950,42,211,0.13306451612903225
1950,42,220,1.0
1950,42,230,1.0
1950,42,325,0.5726918761961328
1950,42,350,0.9759543131950705
1950,42,385,0.24430641821946172
1950,42,390,0.5254237288135593
1950,42,630,1.0
1950,42,640,1.0
1950,42,651,0.10128248683540003
1950,42,652,0.021965952773201534
1950,42,666,0.07111756168359944
1950,42,678,1.0
1950,42,732,0.9958793472886105
1950,42,770,0.021174205967276226
1950,42,800,0.6353253110340608
1950,42,850,0.010702341137123745
1950,92,100,1.0
1950,92,101,0.03389830508474576
1950,92,150,1.0
1950,92,155,1.0
1950,92,160,0.9717430976629187
1950,92,165,1.0
1950,92,200,1.0
1950,92,210,0.13552522565734967
1950,92,211,0.13306451612903225
1950,92,220,1.0
1950,92,230,1.0
1950,92,325,0.5726918761961328
1950,92,350,0.9759543131950705
1950,92,385,0.24430641821946172
1950,92,390,0.5254237288135593
1950,92,630,1.0
1950,92,640,1.0
1950,92,651,0.10128248683540003
1950,92,652,0.021965952773201534
1950,92,666,0.07111756168359944
1950,92,678,1.0
1950,92,732,0.9958793472886105
1950,92,770,0.021174205967276226
1950,92,800,0.6353253110340608
1950,92,850,0.010702341137123745
1950,100,101,0.03389830508474576
1950,100,150,1.0
1950,100,155,1.0
1950,100,160,0.9717430976629187
1950,100,165,1.0
1950,100,200,1.0
1950,100,210,0.13552522565734967
1950,100,211,0.13306451612903225
1950,100,220,1.0
1950,100,230,1.0
1950,100,325,0.5726918761961328
1950,100,350,0.9759543131950705
1950,100,385,0.24430641821946172
1950,100,390,0.5254237288135593
1950,100,630,1.0
1950,100,640,1.0
1950,100,651,0.10128248683540003
1950,100,652,0.021965952773201534
1950,100,666,0.07111756168359944
1950,100,678,1.0
1950,100,732,0.9958793472886105
1950,100,770,0.021174205967276226
1950,100,800,0.6353253110340608
1950,100,850,0.010702341137123745
1950,101,150,0.03389830508474576
1950,101,155,0.03389830508474576
1950,101,160,0.03389830508474576
1950,101,165,0.03389830508474576
1950,101,200,0.03389830508474576
1950,101,205,0.5339805825242718
1950,101,210,0.8983730794273961
1950,101,211,0.9008337889557135
1950,101,220,0.03389830508474576
1950,101,225,0.7405489383738996
1950,101,230,0.03389830508474576
1950,101,325,0.45460707562523284
1950,101,350,0.057943991889675125
1950,101,380,0.9661016949152542
1950,101,385,0.7895918868652841
1950,101,390,0.5084745762711864
1950,101,552,0.9661016949152542
1950,101,560,0.9661016949152542
1950,101,630,0.03389830508474576
1950,101,640,0.03389830508474576
1950,101,651,0.6059638732858669
1950,101,652,0.4521325279150649
1950,101,663,0.9661016949152542
1950,101,666,0.8176428624142088
1950,101,670,0.9661016949152542
1950,101,678,0.03389830508474576
1950,101,732,0.03389830508474576
1950,101,750,0.9661016949152542
1950,101,770,0.9872759008825305
1950,101,775,0.9661016949152542
1950,101,780,0.9661016949152542
1950,101,800,0.3765456638446887
1950,101,850,0.010702341137123745
1950,101,900,0.9661016949152542
1950,101,920,0.9661016949152542
1950,135,205,0.4660194174757281
1950,135,235,0.8035714285714285
1950,135,660,1.0
1950,135,732,0.004120652711389484
1950,135,800,0.02202733020599633
1950,150,155,1.0
1950,150,160,0.9717430976629187
1950,150,165,1.0
1950,150,200,1.0
1950,150,210,0.13552522565734967
1950,150,211,0.13306451612903225
1950,150,220,1.0
1950,150,230,1.0
1950,150,325,0.5726918761961328
1950,150,350,0.9759543131950705
1950,150,385,0.24430641821946172
1950,150,390,0.5254237288135593
1950,150,630,1.0
1950,150,640,1.0
1950,150,651,0.10128248683540003
1950,150,652,0.021965952773201534
1950,150,666,0.07111756168359944
1950,150,678,1.0
1950,150,732,0.9958793472886105
1950,150,770,0.021174205967276226
1950,150,800,0.6353253110340608
1950,150,850,0.010702341137123745
1950,155,160,0.9717430976629187
1950,155,165,1.0
1950,155,200,1.0
1950,155,210,0.13552522565734967
1950,155,211,0.13306451612903225
1950,155,220,1.0
1950,155,230,1.0
1950,155,325,0.5726918761961328
1950,155,350,0.9759543131950705
1950,155,385,0.24430641821946172
1950,155,390,0.5254237288135593
1950,155,630,1.0
1950,155,640,1.0
1950,155,651,0.10128248683540003
1950,155,652,0.021965952773201534
1950,155,666,0.07111756168359944
1950,155,678,1.0
1950,155,732,0.9958793472886105
1950,155,770,0.021174205967276226
1950,155,800,0.6353253110340608
1950,155,850,0.010702341137123745
1950,160,165,0.9717430976629187
1950,160,200,0.9717430976629187
1950,160,210,0.13552522565734967
1950,160,211,0.13306451612903225
1950,160,220,0.9717430976629187
1950,160,230,0.9717430976629187
1950,160,325,0.5726918761961328
1950,160,350,0.9717430976629187
1950,160,365,0.028256902337081297
1950,160,385,0.24430641821946172
1950,160,390,0.5254237288135593
1950,160,630,0.9717430976629187
1950,160,640,0.9717430976629187
1950,160,651,0.12953938917248134
1950,160,652,0.050222855110282835
1950,160,666,0.07111756168359944
1950,160,678,0.9717430976629187
1950,160,732,0.9717430976629187
1950,160,770,0.021174205967276226
1950,160,800,0.6353253110340608
1950,160,850,0.010702341137123745
1950,165,200,1.0
1950,165,210,0.13552522565734967
1950,165,211,0.13306451612903225
1950,165,220,1.0
1950,165,230,1.0
1950,165,325,0.5726918761961328
1950,165,350,0.9759543131950705
1950,165,385,0.24430641821946172
1950,165,390,0.5254237288135593
1950,165,630,1.0
1950,165,640,1.0
1950,165,651,0.10128248683540003
1950,165,652,0.021965952773201534
1950,165,666,0.07111756168359944
1950,165,678,1.0
1950,165,732,0.9958793472886105
1950,165,770,0.021174205967276226
1950,165,800,0.6353253110340608
1950,165,850,0.010702341137123745
1950,200,210,0.13552522565734967
1950,200,211,0.13306451612903225
1950,200,220,1.0
1950,200,230,1.0
1950,200,325,0.5726918761961328
1950,200,350,0.9759543131950705
1950,200,385,0.24430641821946172
1950,200,390,0.5254237288135593
1950,200,630,1.0
1950,200,640,1.0
1950,200,651,0.10128248683540003
1950,200,652,0.021965952773201534
1950,200,666,0.07111756168359944
1950,200,678,1.0
1950,200,732,0.9958793472886105
1950,200,770,0.021174205967276226
1950,200,800,0.6353253110340608
1950,200,850,0.010702341137123745
1950,205,210,0.5339805825242718
1950,205,211,0.5339805825242718
1950,205,225,0.5339805825242718
1950,205,235,0.4660194174757281
1950,205,325,0.42070877054048705
1950,205,350,0.024045686804929363
1950,205,380,0.5339805825242718
1950,205,385,0.5339805825242718
1950,205,390,0.4745762711864407
1950,205,552,0.5339805825242718
1950,205,560,0.5339805825242718
1950,205,651,0.5339805825242718
1950,205,652,0.4301665751418634
1950,205,660,0.4660194174757281
1950,205,663,0.5339805825242718
1950,205,666,0.5339805825242718
1950,205,670,0.5339805825242718
1950,205,732,0.004120652711389484
1950,205,750,0.5339805825242718
1950,205,770,0.5339805825242718
1950,205,775,0.5339805825242718
1950,205,780,0.5339805825242718
1950,205,800,0.36467468896593924
1950,205,900,0.5339805825242718
1950,205,920,0.5339805825242718
1950,210,211,0.9975392904716825
1950,210,220,0.13552522565734967
1950,210,225,0.7405489383738996
1950,210,230,0.13552522565734967
1950,210,325,0.5562339961978368
1950,210,350,0.15957091246227903
1950,210,380,0.8644747743426503
1950,210,385,0.8912188074378881
1950,210,390,0.6101014968437903
1950,210,552,0.8644747743426503
1950,210,560,0.8644747743426503
1950,210,630,0.13552522565734967
1950,210,640,0.13552522565734967
1950,210,651,0.6733480550365212
1950,210,652,0.4521325279150649
1950,210,663,0.8644747743426503
1950,210,666,0.8548621190130624
1950,210,670,0.8644747743426503
1950,210,678,0.13552522565734967
1950,210,732,0.13552522565734967
1950,210,750,0.8644747743426503
1950,210,770,0.8856489803099266
1950,210,775,0.8644747743426503
1950,210,780,0.8644747743426503
1950,210,800,0.4781725844172926
1950,210,850,0.010702341137123745
1950,210,900,0.8644747743426503
1950,210,920,0.8644747743426503
1950,211,220,0.13306451612903225
1950,211,225,0.7405489383738996
1950,211,230,0.13306451612903225
1950,211,325,0.5537732866695193
1950,211,350,0.1571102029339616
1950,211,380,0.8669354838709677
1950,211,385,0.8887580979095706
1950,211,390,0.607640787315473
1950,211,552,0.8669354838709677
1950,211,560,0.8669354838709677
1950,211,630,0.13306451612903225
1950,211,640,0.13306451612903225
1950,211,651,0.6733480550365212
1950,211,652,0.4521325279150649
1950,211,663,0.8669354838709677
1950,211,666,0.8548621190130624
1950,211,670,0.8669354838709677
1950,211,678,0.13306451612903225
1950,211,732,0.13306451612903225
1950,211,750,0.8669354838709677
1950,211,770,0.888109689838244
1950,211,775,0.8669354838709677
1950,211,780,0.8669354838709677
1950,211,800,0.47571187488897515
1950,211,850,0.010702341137123745
1950,211,900,0.8669354838709677
1950,211,920,0.8669354838709677
1950,220,230,1.0
1950,220,325,0.5726918761961328
1950,220,350,0.9759543131950705
1950,220,385,0.24430641821946172
1950,220,390,0.5254237288135593
1950,220,630,1.0
1950,220,640,1.0
1950,220,651,0.10128248683540003
1950,220,652,0.021965952773201534
1950,220,666,0.07111756168359944
1950,220,678,1.0
1950,220,732,0.9958793472886105
1950,220,770,0.021174205967276226
1950,220,800,0.6353253110340608
1950,220,850,0.010702341137123745
1950,225,265,0.018433179723502304
1950,225,325,0.42070877054048705
1950,225,350,0.024045686804929363
1950,225,380,0.7405489383738996
1950,225,385,0.7405489383738996
1950,225,390,0.4745762711864407
1950,225,530,0.07767995857068877
1950,225,552,0.7405489383738996
1950,225,560,0.7405489383738996
1950,225,651,0.6497455267718099
1950,225,652,0.4301665751418634
1950,225,663,0.7405489383738996
1950,225,666,0.7405489383738996
1950,225,670,0.7405489383738996
1950,225,750,0.7405489383738996
1950,225,770,0.7405489383738996
1950,225,775,0.7405489383738996
1950,225,780,0.7405489383738996
1950,225,800,0.3426473587599429
1950,225,900,0.7405489383738996
1950,225,920,0.7405489383738996
1950,230,325,0.5726918761961328
1950,230,350,0.9759543131950705
1950,230,385,0.24430641821946172
1950,230,390,0.5254237288135593
1950,230,630,1.0
1950,230,640,1.0
1950,230,651,0.10128248683540003
1950,230,652,0.021965952773201534
1950,230,666,0.07111756168359944
1950,230,678,1.0
1950,230,732,0.9958793472886105
1950,230,770,0.021174205967276226
1950,230,800,0.6353253110340608
1950,230,850,0.010702341137123745
1950,235,660,0.8035714285714285
1950,235,732,0.004120652711389484
1950,235,800,0.02202733020599633
1950,265,290,0.9815668202764977
1950,265,310,0.9815668202764977
1950,265,315,0.9815668202764977
1950,265,339,0.9815668202764977
1950,265,355,0.9815668202764977
1950,265,360,0.9815668202764977
1950,265,530,0.018433179723502304
1950,265,651,0.018433179723502304
1950,265,710,0.9815668202764977
1950,265,731,0.9815668202764977
1950,290,310,1.0
1950,290,315,1.0
1950,290,339,1.0
1950,290,355,1.0
1950,290,360,1.0
1950,290,710,1.0
1950,290,731,1.0
1950,310,315,1.0
1950,310,339,1.0
1950,310,355,1.0
1950,310,360,1.0
1950,310,710,1.0
1950,310,731,1.0
1950,315,339,1.0
1950,315,355,1.0
1950,315,360,1.0
1950,315,710,1.0
1950,315,731,1.0
1950,325,350,0.5967375630010622
1950,325,380,0.42070877054048705
1950,325,385,0.6650151887599488
1950,325,390,0.9461324993540463
1950,325,552,0.42070877054048705
1950,325,560,0.42070877054048705
1950,325,630,0.5726918761961328
1950,325,640,0.5726918761961328
1950,325,651,0.5219912573758871
1950,325,652,0.44267472331368857
1950,325,663,0.42070877054048705
1950,325,666,0.4918263322240865
1950,325,670,0.42070877054048705
1950,325,678,0.5726918761961328
1950,325,732,0.5726918761961328
1950,325,750,0.42070877054048705
1950,325,770,0.44188297650776326
1950,325,775,0.42070877054048705
1950,325,780,0.42070877054048705
1950,325,800,0.9153392349560757
1950,325,850,0.017301694400503935
1950,325,900,0.42070877054048705
1950,325,920,0.42070877054048705
1950,339,355,1.0
1950,339,360,1.0
1950,339,710,1.0
1950,339,731,1.0
1950,350,380,0.024045686804929363
1950,350,385,0.2683521050243911
1950,350,390,0.5494694156184886
1950,350,552,0.024045686804929363
1950,350,560,0.024045686804929363
1950,350,630,0.9759543131950705
1950,350,640,0.9759543131950705
1950,350,651,0.1253281736403294
1950,350,652,0.0460116395781309
1950,350,663,0.024045686804929363
1950,350,666,0.0951632484885288
1950,350,670,0.024045686804929363
1950,350,678,0.9759543131950705
1950,350,732,0.9759543131950705
1950,350,750,0.024045686804929363
1950,350,770,0.04521989277220559
1950,350,775,0.024045686804929363
1950,350,780,0.024045686804929363
1950,350,800,0.6593709978389901
1950,350,850,0.010702341137123745
1950,350,900,0.024045686804929363
1950,350,920,0.024045686804929363
1950,355,360,1.0
1950,355,710,1.0
1950,355,731,1.0
1950,360,710,1.0
1950,360,731,1.0
1950,365,651,0.14829284864956685
1950,365,652,0.4470071389346513
1950,380,385,0.7556935817805384
1950,380,390,0.4745762711864407
1950,380,552,1.0
1950,380,560,1.0
1950,380,651,0.5720655682011211
1950,380,652,0.4301665751418634
1950,380,663,1.0
1950,380,666,0.783744557329463
1950,380,670,1.0
1950,380,750,1.0
1950,380,770,0.9788257940327237
1950,380,775,1.0
1950,380,780,1.0
1950,380,800,0.3426473587599429
1950,380,900,1.0
1950,380,920,1.0
1950,385,390,0.7188826894059024
1950,385,552,0.7556935817805384
1950,385,560,0.7556935817805384
1950,385,630,0.24430641821946172
1950,385,640,0.24430641821946172
1950,385,651,0.6733480550365212
1950,385,652,0.4521325279150649
1950,385,663,0.7556935817805384
1950,385,666,0.8268111434641378
1950,385,670,0.7556935817805384
1950,385,678,0.24430641821946172
1950,385,732,0.24430641821946172
1950,385,750,0.7556935817805384
1950,385,770,0.7768677877478146
1950,385,775,0.7556935817805384
1950,385,780,0.7556935817805384
1950,385,800,0.5869537769794047
1950,385,850,0.010702341137123745
1950,385,900,0.7556935817805384
1950,385,920,0.7556935817805384
1950,390,552,0.4745762711864407
1950,390,560,0.4745762711864407
1950,390,630,0.5254237288135593
1950,390,640,0.5254237288135593
1950,390,651,0.5758587580218407
1950,390,652,0.4521325279150649
1950,390,663,0.4745762711864407
1950,390,666,0.5456938328700401
1950,390,670,0.4745762711864407
1950,390,678,0.5254237288135593
1950,390,732,0.5254237288135593
1950,390,750,0.4745762711864407
1950,390,770,0.4957504771537169
1950,390,775,0.4745762711864407
1950,390,780,0.4745762711864407
1950,390,800,0.8680710875735022
1950,390,850,0.010702341137123745
1950,390,900,0.4745762711864407
1950,390,920,0.4745762711864407
1950,530,651,0.178359096313912
1950,552,560,1.0
1950,552,651,0.5720655682011211
1950,552,652,0.4301665751418634
1950,552,663,1.0
1950,552,666,0.783744557329463
1950,552,670,1.0
1950,552,750,1.0
1950,552,770,0.9788257940327237
1950,552,775,1.0
1950,552,780,1.0
1950,552,800,0.3426473587599429
1950,552,900,1.0
1950,552,920,1.0
1950,560,651,0.5720655682011211
1950,560,652,0.4301665751418634
1950,560,663,1.0
1950,560,666,0.783744557329463
1950,560,670,1.0
1950,560,750,1.0
1950,560,770,0.9788257940327237
1950,560,775,1.0
1950,560,780,1.0
1950,560,800,0.3426473587599429
1950,560,900,1.0
1950,560,920,1.0
1950,630,640,1.0
1950,630,651,0.10128248683540003
1950,630,652,0.021965952773201534
1950,630,666,0.07111756168359944
1950,630,678,1.0
1950,630,732,0.9958793472886105
1950,630,770,0.021174205967276226
1950,630,800,0.6353253110340608
1950,630,850,0.010702341137123745
1950,640,651,0.10128248683540003
1950,640,652,0.021965952773201534
1950,640,666,0.07111756168359944
1950,640,678,1.0
1950,640,732,0.9958793472886105
1950,640,770,0.021174205967276226
1950,640,800,0.6353253110340608
1950,640,850,0.010702341137123745
1950,651,652,0.6004253765646318
1950,651,663,0.5720655682011211
1950,651,666,0.6431831298847205
1950,651,670,0.5720655682011211
1950,651,678,0.10128248683540003
1950,651,732,0.10128248683540003
1950,651,750,0.5720655682011211
1950,651,770,0.5932397741683973
1950,651,775,0.5720655682011211
1950,651,780,0.5720655682011211
1950,651,800,0.44392984559534293
1950,651,850,0.010702341137123745
1950,651,900,0.5720655682011211
1950,651,920,0.5720655682011211
1950,652,663,0.4301665751418634
1950,652,666,0.5529928610653486
1950,652,670,0.4301665751418634
1950,652,678,0.021965952773201534
1950,652,732,0.021965952773201534
1950,652,750,0.4301665751418634
1950,652,770,0.4513407811091396
1950,652,775,0.4301665751418634
1950,652,780,0.4301665751418634
1950,652,800,0.3646133115331444
1950,652,850,0.010702341137123745
1950,652,900,0.4301665751418634
1950,652,920,0.4301665751418634
1950,660,732,0.004120652711389484
1950,660,800,0.02202733020599633
1950,663,666,0.783744557329463
1950,663,670,1.0
1950,663,750,1.0
1950,663,770,0.9788257940327237
1950,663,775,1.0
1950,663,780,1.0
1950,663,800,0.3426473587599429
1950,663,900,1.0
1950,663,920,1.0
1950,666,670,0.783744557329463
1950,666,678,0.07111756168359944
1950,666,732,0.07111756168359944
1950,666,750,0.783744557329463
1950,666,770,0.8049187632967393
1950,666,775,0.783744557329463
1950,666,780,0.783744557329463
1950,666,800,0.41376492044354235
1950,666,850,0.010702341137123745
1950,666,900,0.783744557329463
1950,666,920,0.783744557329463
1950,670,750,1.0
1950,670,770,0.9788257940327237
1950,670,775,1.0
1950,670,780,1.0
1950,670,800,0.3426473587599429
1950,670,900,1.0
1950,670,920,1.0
1950,678,732,0.9958793472886105
1950,678,770,0.021174205967276226
1950,678,800,0.6353253110340608
1950,678,850,0.010702341137123745
1950,710,731,1.0
1950,732,770,0.021174205967276226
1950,732,800,0.6394459637454503
1950,732,850,0.010702341137123745
1950,750,770,0.9788257940327237
1950,750,775,1.0
1950,750,780,1.0
1950,750,800,0.3426473587599429
1950,750,900,1.0
1950,750,920,1.0
1950,770,775,0.9788257940327237
1950,770,780,0.9788257940327237
1950,770,800,0.3638215647272191
1950,770,850,0.010702341137123745
1950,770,900,0.9788257940327237
1950,770,920,0.9788257940327237
1950,775,780,1.0
1950,775,800,0.3426473587599429
1950,775,900,1.0
1950,775,920,1.0
1950,780,800,0.3426473587599429
1950,780,900,1.0
1950,780,920,1.0
1950,800,850,0.010702341137123745
1950,800,900,0.3426473587599429
1950,800,920,0.3426473587599429
1950,900,920,1.0
1951,2,20,0.2113919048604708
1951,2,42,0.033989266547406076
1951,2,100,0.10348713453953547
1951,2,135,0.8965128654604645
1951,2,140,0.5786736020806241
1951,2,210,0.3951363567041469
1951,2,211,0.48052118978678604
1951,2,220,0.5846258527138545
1951,2,225,0.7405489383738996
1951,2,235,0.06352343308865048
1951,2,325,0.3595702078456809
1951,2,345,0.22137505425859172
1951,2,350,0.004755111745126011
1951,2,380,0.8965128654604645
1951,2,385,0.11736068851603927
1951,2,390,0.07538987208691082
1951,2,552,0.8965128654604645
1951,2,651,0.49669567493293204
1951,2,652,0.1357451990556645
1951,2,666,0.12340867757859185
1951,2,750,0.8965128654604645
1951,2,770,0.8965128654604645
1951,2,775,0.10348713453953547
1951,2,800,0.03210035974541094
1951,2,900,0.8965128654604645
1951,2,920,0.8965128654604645
1951,20,40,0.7886080951395291
1951,20,42,0.7886080951395291
1951,20,70,0.7886080951395291
1951,20,90,0.7886080951395291
1951,20,91,0.7886080951395291
1951,20,100,0.3286219081272085
1951,20,135,0.2113919048604708
1951,20,140,0.6327183027798465
1951,20,145,0.7886080951395291
1951,20,155,0.7886080951395291
1951,20,160,0.7886080951395291
1951,20,165,0.7886080951395291
1951,20,200,0.7886080951395291
1951,20,210,0.816255548156324
1951,20,211,0.7308707150736848
1951,20,220,0.6267660521466163
1951,20,225,0.2113919048604708
1951,20,235,0.8521315282281796
1951,20,325,0.8518216970147898
1951,20,345,0.990016850601879
1951,20,350,0.7933632068846551
1951,20,380,0.2204418972114559
1951,20,385,0.9059687836555684
1951,20,390,0.8604934990294888
1951,20,552,0.2113919048604708
1951,20,560,0.7886080951395291
1951,20,630,0.7886080951395291
1951,20,640,0.7886080951395291
1951,20,651,0.2113919048604708
1951,20,652,0.03225806451612903
1951,20,666,0.13146271758898415
1951,20,713,0.7886080951395291
1951,20,732,0.7886080951395291
1951,20,750,0.2118188903429644
1951,20,770,0.2113919048604708
1951,20,800,0.82070845488494
1951,20,840,0.7886080951395291
1951,20,850,0.027516624627379038
1951,20,900,0.2954876317376325
1951,20,920,0.2113919048604708
1951,40,42,0.9660107334525938
1951,40,70,1.0
1951,40,90,1.0
1951,40,91,1.0
1951,40,100,0.3286219081272085
1951,40,140,0.42132639791937576
1951,40,145,1.0
1951,40,155,1.0
1951,40,160,1.0
1951,40,165,1.0
1951,40,200,1.0
1951,40,210,0.6048636432958532
1951,40,211,0.5194788102132141
1951,40,220,0.41537414728614547
1951,40,235,0.9364765669113495
1951,40,325,0.640429792154319
1951,40,345,0.7786249457414083
1951,40,350,0.8961800602314155
1951,40,380,0.009049992350985112
1951,40,385,0.8826393114839607
1951,40,390,0.8917557385666725
1951,40,560,1.0
1951,40,630,1.0
1951,40,640,1.0
1951,40,666,0.011951156144453107
1951,40,713,1.0
1951,40,732,1.0
1951,40,750,0.0004269854824935952
1951,40,800,0.9678996402545891
1951,40,840,1.0
1951,40,850,0.027516624627379038
1951,40,900,0.08409572687716166
1951,42,70,0.9660107334525938
1951,42,90,0.9660107334525938
1951,42,91,0.9660107334525938
1951,42,100,0.36261117467461457
1951,42,140,0.42132639791937576
1951,42,145,0.9660107334525938
1951,42,155,0.9660107334525938
1951,42,160,0.9660107334525938
1951,42,165,0.9660107334525938
1951,42,200,0.9660107334525938
1951,42,210,0.6048636432958532
1951,42,211,0.5194788102132141
1951,42,220,0.41537414728614547
1951,42,235,0.9364765669113495
1951,42,325,0.640429792154319
1951,42,345,0.7786249457414083
1951,42,350,0.8961800602314155
1951,42,380,0.009049992350985112
1951,42,385,0.8826393114839607
1951,42,390,0.8952602067636236
1951,42,560,0.9660107334525938
1951,42,630,0.9660107334525938
1951,42,640,0.9660107334525938
1951,42,652,0.033989266547406076
1951,42,666,0.015848272278513903
1951,42,713,0.9660107334525938
1951,42,732,0.9660107334525938
1951,42,750,0.0004269854824935952
1951,42,775,0.033989266547406076
1951,42,800,0.9660107334525938
1951,42,840,0.9660107334525938
1951,42,850,0.027516624627379038
1951,42,900,0.08409572687716166
1951,70,90,1.0
1951,70,91,1.0
1951,70,100,0.3286219081272085
1951,70,140,0.42132639791937576
1951,70,145,1.0
1951,70,155,1.0
1951,70,160,1.0
1951,70,165,1.0
1951,70,200,1.0
1951,70,210,0.6048636432958532
1951,70,211,0.5194788102132141
1951,70,220,0.41537414728614547
1951,70,235,0.9364765669113495
1951,70,325,0.640429792154319
1951,70,345,0.7786249457414083
1951,70,350,0.8961800602314155
1951,70,380,0.009049992350985112
1951,70,385,0.8826393114839607
1951,70,390,0.8917557385666725
1951,70,560,1.0
1951,70,630,1.0
1951,70,640,1.0
1951,70,666,0.011951156144453107
1951,70,713,1.0
1951,70,732,1.0
1951,70,750,0.0004269854824935952
1951,70,800,0.9678996402545891
1951,70,840,1.0
1951,70,850,0.027516624627379038
1951,70,900,0.08409572687716166
1951,90,91,1.0
1951,90,100,0.3286219081272085
1951,90,140,0.42132639791937576
1951,90,145,1.0
1951,90,155,1.0
1951,90,160,1.0
1951,90,165,1.0
1951,90,200,1.0
1951,90,210,0.6048636432958532
1951,90,211,0.5194788102132141
1951,90,220,0.41537414728614547
1951,90,235,0.9364765669113495
1951,90,325,0.640429792154319
1951,90,345,0.7786249457414083
1951,90,350,0.8961800602314155
1951,90,380,0.009049992350985112
1951,90,385,0.8826393114839607
1951,90,390,0.8917557385666725
1951,90,560,1.0
1951,90,630,1.0
1951,90,640,1.0
1951,90,666,0.011951156144453107
1951,90,713,1.0
1951,90,732,1.0
1951,90,750,0.0004269854824935952
1951,90,800,0.9678996402545891
1951,90,840,1.0
1951,90,850,0.027516624627379038
1951,90,900,0.08409572687716166
1951,91,100,0.3286219081272085
1951,91,140,0.42132639791937576
1951,91,145,1.0
1951,91,155,1.0
1951,91,160,1.0
1951,91,165,1.0
1951,91,200,1.0
1951,91,210,0.6048636432958532
1951,91,211,0.5194788102132141
1951,91,220,0.41537414728614547
1951,91,235,0.9364765669113495
1951,91,325,0.640429792154319
1951,91,345,0.7786249457414083
1951,91,350,0.8961800602314155
1951,91,380,0.009049992350985112
1951,91,385,0.8826393114839607
1951,91,390,0.8917557385666725
1951,91,560,1.0
1951,91,630,1.0
1951,91,640,1.0
1951,91,666,0.011951156144453107
1951,91,713,1.0
1951,91,732,1.0
1951,91,750,0.0004269854824935952
1951,91,800,0.9678996402545891
1951,91,840,1.0
1951,91,850,0.027516624627379038
1951,91,900,0.08409572687716166
1951,100,140,0.3286219081272085
1951,100,145,0.3286219081272085
1951,100,155,0.3286219081272085
1951,100,160,0.3286219081272085
1951,100,165,0.3286219081272085
